Time,data
22.900000458,0
133.800002676,1
209.650004193,2
284.350005687,3
359.250007185,4
433.400008668,5
510.650010213,6
583.850011677,7
659.900013198,8
736.400014728,9
812.50001625,10
886.600017732,11
961.850019237,12
1038.050020761,13
1114.850022297,14
1189.900023798,15
1266.050025321,16
1342.750026855,17
1417.650028353,18
1492.350029847,19
1568.00003136,20
1643.100032862,21
1719.300034386,22
1795.300035906,23
1872.350037447,24
1946.750038935,25
2023.700040474,26
2098.150041963,27
2174.100043482,28
2248.700044974,29
