Time,data
91.350001827,1
143.200002864,2
195.100003902,3
247.050004941,4
298.850005977,5
352.050007041,6
403.250008065,7
454.850009097,8
507.200010144,9
559.00001118,10
610.900012218,11
662.800013256,12
716.00001432,13
766.600015332,14
817.900016358,15
869.400017388,16
921.750018435,17
973.450019469,18
1026.150020523,19
1078.00002156,20
1129.900022598,21
1181.600023632,22
1235.100024702,23
1285.850025717,24
1338.100026762,25
1390.0000278,26
1441.550028831,27
1493.900029878,28
1545.750030915,29
