Time,data
178.250003565,1
338.250006765,2
501.850010037,3
662.950013259,4
821.00001642,5
981.050019621,6
1141.100022822,7
1301.550026031,8
1464.200029284,9
1624.850032497,10
1782.850035657,11
1940.950038819,12
2102.450042049,13
2263.450045269,14
2424.50004849,15
2584.950051699,16
2746.450054929,17
2907.100058142,18
3067.050061341,19
3227.100064542,20
3387.100067742,21
3547.100070942,22
3707.650074153,23
3868.250077365,24
4028.250080565,25
4190.250083805,26
4349.300086986,27
4508.850090177,28
4666.850093337,29
