Time,data
1612094609.6970146,1
1612094613.001169,2
1612094617.2129636,3
1612094618.8570797,4
1612094626.7919745,5
1612094630.1909244,6
1612094634.3972554,7
1612094644.0251358,8
1612094647.3916447,9
1612094651.5651073,10
1612094653.2690818,11
1612094661.1810784,12
1612094664.5531743,13
1612094668.6892443,14
1612094678.3253026,15
1612094681.7651763,16
1612094685.8751442,17
1612094687.6010494,18
1612094695.4932039,19
1612094698.889061,20
1612094703.0932717,21
1612094712.6891599,22
1612094716.0811057,23
1612094720.2695353,24
1612094721.9011269,25
1612094730.0011337,26
1612094733.4013026,27
1612094737.5331402,28
1612094747.1890705,29
1612094750.5242627,30
1612094754.6650338,31
1612094756.3772569,32
1612094764.357629,33
1612094767.7249122,34
1612094771.9247968,35
1612094781.5427682,36
1612094784.945031,37
1612094789.1331577,38
1612094790.7591043,39
1612094798.873058,40
1612094802.2091117,41
1612094806.3691924,42
1612094816.0011754,43
1612094819.389301,44
1612094823.6291928,45
1612094825.2426343,46
1612094833.3170767,47
1612094836.6970763,48
1612094840.8251166,49
1612094850.458541,50
1612094853.8893151,51
1612094858.0810015,52
1612094859.73297,53
1612094867.8330307,54
1612094871.2009566,55
1612094875.364974,56
1612094884.977027,57
1612094888.3530633,58
1612094892.565191,59
1612094894.1908376,60
1612094902.1291468,61
1612094905.54194,62
1612094909.7691228,63
1612094919.301093,64
1612094922.7050972,65
1612094926.8769975,66
1612094928.5371575,67
1612094936.6011524,68
1612094939.9908938,69
1612094944.1330283,70
1612094953.7568223,71
1612094957.1331055,72
1612094961.3906217,73
1612094962.9810448,74
1612094971.0690198,75
1612094974.4772394,76
1612094978.665017,77
1612094988.3770835,78
1612094991.7370465,79
1612094995.89075,80
1612094997.5970852,81
1612095005.5490165,82
1612095008.9450595,83
1612095013.1442823,84
1612095022.917024,85
1612095026.22914,86
1612095030.497192,87
1612095032.1251554,88
1612095040.2050624,89
1612095043.6107864,90
1612095047.7773712,91
1612095057.5450485,92
1612095060.93703,93
1612095065.1610641,94
1612095066.8170462,95
1612095074.8773086,96
1612095078.2569122,97
1612095082.4531553,98
1612095092.1692219,99
1612095095.5930753,100
1612095099.6907444,101
1612095101.390726,102
1612095109.4907188,103
1612095112.85727,104
1612095117.013058,105
