Time,data
164.100003282,1
242.50000485,2
320.50000641,3
400.600008012,4
480.650009613,5
558.100011162,6
636.50001273,7
714.700014294,8
791.650015833,9
869.200017384,10
947.900018958,11
1025.250020505,12
1103.250022065,13
1182.200023644,14
1261.650025233,15
1341.50002683,16
1419.950028399,17
1498.550029971,18
1576.100031522,19
1653.650033073,20
1731.200034624,21
1810.700036214,22
1891.300037826,23
1969.850039397,24
2049.00004098,25
2128.050042561,26
2207.550044151,27
2286.600045732,28
2366.150047323,29
