Time,data
135.350002707,1
218.450004369,2
298.650005973,3
376.950007539,4
458.050009161,5
539.750010795,6
615.900012318,7
696.100013922,8
774.400015488,9
851.800017036,10
930.150018603,11
1012.450020249,12
1092.650021853,13
1173.150023463,14
1250.600025012,15
1331.400026628,16
1412.050028241,17
1488.850029777,18
1568.150031363,19
1646.250032925,20
1727.300034546,21
1808.700036174,22
1887.050037741,23
1965.850039317,24
2045.050040901,25
2125.250042505,26
2203.450044069,27
2284.350045687,28
2363.750047275,29
