Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
45.0000009,1,44,850000897,map,13.417114161335004,3.7271015949864905,0.0,0.0,0.0,0.0,0.0
48.00000096,2,47,850000957,map,14.245547136353332,4.146691771272672,0.0,0.0,0.0,0.0,0.0
51.00000102,3,50,900001018,map,15.695097839656073,4.803339127554419,0.0,0.0,0.0,0.0,0.0
54.50000109,4,54,1080,map,15.85165721927071,4.936819451550728,0.0,0.0,0.0,0.0,0.0
57.50000115,5,57,1140,map,15.508582070710757,4.321901410163299,0.0,0.0,0.0,0.0,0.0
60.50000121,6,60,50001201,map,15.47906435266573,4.535385170735577,0.0,0.0,0.0,0.0,0.0
63.50000127,7,63,100001262,map,14.23744473795573,4.295755412369488,0.0,0.0,0.0,0.0,0.0
66.50000133,8,66,150001323,map,16.072928249141622,4.740991524281269,0.0,0.0,0.0,0.0,0.0
69.50000139,9,69,200001384,map,16.90581620520563,5.118664481294361,0.0,0.0,0.0,0.0,0.0
72.50000145,10,72,250001445,map,17.589939739091633,5.443233760017256,0.0,0.0,0.0,0.0,0.0
75.50000151,11,75,300001506,map,18.286120514570243,5.912982504437205,0.0,0.0,0.0,0.0,0.0
78.50000157,12,78,350001567,map,18.537846026491735,6.126363981204595,0.0,0.0,0.0,0.0,0.0
81.50000163,13,81,400001628,map,18.537000126728636,6.125425051915702,0.0,0.0,0.0,0.0,0.0
84.50000169,14,84,450001689,map,18.535346820689178,6.123258430669335,0.0,0.0,0.0,0.0,0.0
88.00000176,15,87,500001750,map,18.537071965766582,6.124968942679576,0.0,0.0,0.0,0.0,0.0
91.00000182,16,90,550001811,map,21.71926620443085,8.750864637940651,0.0,0.0,0.0,0.0,0.0
94.00000188,17,93,600001872,map,21.99811251057797,8.997695893307661,0.0,0.0,0.0,0.0,0.0
97.00000194,18,96,650001933,map,21.997130545187694,8.99690173687478,0.0,0.0,0.0,0.0,0.0
100.000002,19,99,650001993,map,21.9903405738847,8.991683751353133,0.0,0.0,0.0,0.0,0.0
103.00000206,20,102,700002054,map,21.999030572948506,8.998608256856858,0.0,0.0,0.0,0.0,0.0
106.00000212,21,105,750002115,map,4.5056122471638,1.7017251424513362,0.0,0.0,0.0,0.0,0.0
107.50000215,22,107,150002143,map,5.053687416784225,1.0995555114986428,0.0,0.0,0.0,0.0,0.0
110.50000221,23,110,200002204,map,5.95000556819725,1.337824672616584,0.0,0.0,0.0,0.0,0.0
113.50000227,24,113,250002265,map,5.9844886636349335,1.3459528643936385,0.0,0.0,0.0,0.0,0.0
116.50000233,25,116,300002326,map,5.983647720307848,1.3458406220930221,0.0,0.0,0.0,0.0,0.0
