Time,data
119.850002397,1
218.100004362,2
319.900006398,3
417.650008353,4
530.550010611,5
625.450012509,6
730.850014617,7
830.350016607,8
928.600018572,9
1040.900020818,10
1141.300022826,11
1239.650024793,12
1352.250027045,13
1450.250029005,14
1545.300030906,15
1642.400032848,16
1743.400034868,17
1839.950036799,18
1933.950038679,19
2040.250040805,20
2140.800042816,21
2239.800044796,22
2341.800046836,23
2454.650049093,24
2551.550051031,25
2650.50005301,26
2756.350055127,27
2853.750057075,28
2949.150058983,29
