Time,data
114.650002293,1
212.300004246,2
314.900006298,3
411.800008236,4
514.700010294,5
624.50001249,6
750.600015012,7
838.400016768,8
939.450018789,9
1039.200020784,10
1141.150022823,11
1238.550024771,12
1339.050026781,13
1466.150029323,14
1566.050031321,15
1665.900033318,16
1762.150035243,17
1858.850037177,18
1946.600038932,19
2034.50004069,20
2135.600042712,21
2224.550044491,22
2327.950046559,23
2426.300048526,24
2523.600050472,25
2613.750052275,26
2701.200054024,27
2807.250056145,28
2903.050058061,29
2991.300059826,30
