episode,task_flag,nearest distance for adult,nearest distance for child,nearest distance for elder,nearest distance for forklift,nearest distance for servicerobot,nearest distance for random_wanderer,reward,safe distance adult,safe distance child,safe distance elder,safe distance forklift,safe distance servicerobot,safe distance random_wanderer,done_reason,vip_velocity,robot_velocity,vip_orientation,robot_orientation,vip_rho,robot_pos_x,robot_pos_y,vip_pos_x,vip_pos_y,ped_pos_x1,ped_pos_y1,ped_behavior1,ped_pos_x2,ped_pos_y2,ped_behavior2,ped_pos_x3,ped_pos_y3,ped_behavior3,ped_pos_x4,ped_pos_y4,ped_behavior4,ped_pos_x5,ped_pos_y5,ped_behavior5,ped_pos_x6,ped_pos_y6,ped_behavior6,ped_pos_x7,ped_pos_y7,ped_behavior7,ped_pos_x8,ped_pos_y8,ped_behavior8,ped_pos_x9,ped_pos_y9,ped_behavior9,ped_pos_x10,ped_pos_y10,ped_behavior10,ped_pos_x11,ped_pos_y11,ped_behavior11,ped_pos_x12,ped_pos_y12,ped_behavior12,ped_pos_x13,ped_pos_y13,ped_behavior13,ped_pos_x14,ped_pos_y14,ped_behavior14,ped_pos_x15,ped_pos_y15,ped_behavior15,ped_pos_x16,ped_pos_y16,ped_behavior16,ped_pos_x17,ped_pos_y17,ped_behavior17,ped_pos_x18,ped_pos_y18,ped_behavior18,ped_pos_x19,ped_pos_y19,ped_behavior19
4,0,5.437380654789905,6.237359199782741,8.691518088858835,7.507516817636137,5.879987357396163,,1.5389499999999998,0.9,1.08,1.35,2.52,2.2399999999999998,,-1,-1,0.69999996578379,-1,1.6913141012191775,-1,3.161058187484741,5.608222961425781,-1,-1,4.1582386227263815,10.953383348603587,16,22.59988328784446,3.264652542133093,11,18.3747463447755,16.04231023616803,11,4.311117693478003,11.73863998800635,11,12.667533913161686,3.1691875307183217,16,14.15000015,13.00000025,15,19.60000043,5.85000013,11,18.90000022,8.3000003,11,15.636068582805828,13.18396492767009,11,11.999146508297956,3.6087990376417984,18,12.890165885677566,13.252247137094857,14,5.450310527742755,12.758197261359498,12,7.528272516516899,12.35678673947301,11,15.80304582763202,14.476403511365476,14,10.739631524688084,12.245405710185953,11,14.52805985825308,12.787185564062494,14,4.928990006122522,16.09836380014939,6,9.00356336577212,3.16903846386742,3,12.350710975384589,1.4931899498459678,18
4,0,5.3706649563756494,6.170661950650148,8.691518088858835,7.444461283875215,5.879987357396163,,1.5862599999999998,0.9,1.08,1.35,2.52,2.2399999999999998,,-1,-1,0.7000000030603312,-1,1.7160332202911377,-1,3.152642250061035,5.677715301513672,-1,-1,4.1637070167364865,10.952351792422688,16,22.5755194735714,3.2891131826667035,11,18.353698696591803,16.032205685362836,11,4.3120032813153735,11.738486779503118,11,12.672414731672559,3.1766540417292566,16,14.15000015,13.00000025,15,19.60000043,5.85000013,11,18.90000022,8.3000003,11,15.615250805666063,13.186725386915366,11,12.002792585437959,3.614382474975452,18,12.90938365207457,13.260713389807597,14,5.464235263474593,12.754193348356935,12,7.550546057706818,12.350493875547222,11,15.783567186884149,14.484571539124842,14,10.722167418588544,12.222315090374684,11,14.537583287532298,12.780783523498732,14,4.948052922818342,16.092987094097182,6,9.000468036212768,3.1948960756511386,3,12.352780675871232,1.5018591600503912,18
4,0,5.304672335694755,6.104607326230119,8.691518088858835,7.382261614371737,5.879987357396163,,1.6335299999999997,0.9,1.08,1.35,2.52,2.2399999999999998,,-1,-1,0.7000000166710963,-1,1.6730014085769653,-1,3.1425113677978516,5.746978282928467,-1,-1,4.169314805655888,10.951324859501568,16,22.550353107504755,3.314077309306014,11,18.332464885574343,16.022026276313166,11,4.313419381101964,11.738239004332824,11,12.677276659100889,3.1841357451535472,16,14.15000015,13.00000025,15,19.60000043,5.85000013,11,18.90000022,8.3000003,11,15.594367098638926,13.188932366999214,11,12.006473435019023,3.6200520611608455,18,12.928638608668882,13.269094715886267,14,5.47849555275855,12.749903702397098,12,7.5731870711954725,12.343918044932021,11,15.764138944707662,14.49270617609498,14,10.704690409072175,12.199056160533939,11,14.546531715837732,12.776892551187968,14,4.967407289738826,16.087340656452184,6,8.997269140851925,3.2207721319170037,3,12.35489700773736,1.510537945874698,18
4,0,5.2379111704920325,6.037718156931885,8.691518088858835,7.3188549894933415,5.879987357396163,,1.6807499999999997,0.9,1.08,1.35,2.52,2.2399999999999998,,-1,-1,0.6999999936950925,-1,1.6755146980285645,-1,3.1353695392608643,5.81661319732666,-1,-1,4.175056415286495,10.95030238053451,16,22.524422171585595,3.3395230136303815,11,18.31105331098959,16.01178179430606,11,4.315315562404422,11.737911021707111,11,12.68212042770752,3.1916320464312067,16,14.15000015,13.00000025,11,19.60000043,5.85000013,15,18.90000022,8.3000003,11,15.573522395948787,13.191481553152762,11,12.01018728511682,3.6258046525318033,18,12.947826190367586,13.277629157217797,14,5.4931337986664195,12.745291718827088,12,7.596115929282658,12.337105664529908,11,15.744644852602686,14.500712487339626,14,10.687196135599867,12.175638161284244,11,14.555576372132842,12.769797022988765,14,4.987041305953339,16.081435124146733,6,8.993973872049343,3.246660994236898,3,12.357053195316073,1.5192269914659362,18
4,0,5.171369825102503,5.970986061663725,8.691518088858835,7.255626208079787,5.879987357396163,,1.7279199999999997,0.9,1.08,1.35,2.52,2.2399999999999998,,-1,-1,0.7000000138353377,-1,1.6481084823608403,-1,3.1280527114868164,5.886229515075684,-1,-1,4.1809264943352735,10.949284192379798,16,22.497763083848028,3.3654276489004284,11,18.289472923827475,16.00147055429518,11,4.317648141140505,11.737514610021027,11,12.686946741345274,3.199142374286736,16,14.15000015,13.00000025,11,19.60000043,5.85000013,15,18.90000022,8.3000003,11,15.552619917675608,13.193503033383944,11,12.013932462598156,3.631637207322342,18,12.967092378875654,13.285984632108992,14,5.5081487605164545,12.7403709251115,12,7.619302035673166,12.330052999860657,11,15.725159722676148,14.508659942888992,14,10.669679542473512,12.152072026711966,11,14.564963446316433,12.764832939706226,14,5.006942703102008,16.075279362587686,6,8.990588979180503,3.272557476901761,3,12.359242967140505,1.5279265905052677,18
4,0,5.104432988266222,5.903810400328551,8.691518088858835,7.191725092315581,5.879987357396163,,1.7750499999999996,0.9,1.08,1.35,2.52,2.2399999999999998,,-1,-1,0.7000000245711432,-1,1.70050847530365,-1,3.1226463317871094,5.956020355224609,-1,-1,4.186919905500583,10.948270137837213,16,22.470410792670148,3.391771581698216,11,18.267731076871666,15.991100162432035,11,4.320379035137625,11.737059501809956,11,12.691756276561916,3.2066661798167213,16,14.15000015,13.00000025,11,19.60000043,5.85000013,15,18.90000022,8.3000003,11,15.531730061858914,13.195651033440614,11,12.017707387279993,3.637546783763806,18,12.986342880872897,13.29437618459586,14,5.523518834276519,12.735159019555926,12,7.64273202192936,12.322749835530338,11,15.705584981756251,14.516458144177406,14,10.652135920917083,12.12836802261805,11,14.570997263191837,12.75772115871242,14,5.027100102949218,16.068881324270762,6,8.987120922308847,3.298456386181572,3,12.361460670061339,1.5366368009272515,18
4,0,5.038807470281206,5.83787012644248,8.691518088858835,7.129546873376811,5.879987357396163,,1.8221299999999996,0.9,1.08,1.35,2.52,2.2399999999999998,,-1,-1,0.6999999760064282,-1,1.6481084823608403,-1,3.1135919094085693,6.025432109832764,-1,-1,4.19303171691494,10.947260065433436,16,22.442399015800323,3.418534531977372,11,18.245836270380128,15.980672598058113,11,4.323474847355135,11.736553793852053,11,12.696549683660287,3.214202935613197,16,14.15000015,13.00000025,11,19.60000043,5.85000013,15,18.90000022,8.3000003,11,15.510823725130393,13.197632211090253,11,12.021510566430106,3.643530538044135,18,13.005666130780778,13.302598835827876,14,5.539220365377218,12.729666981409999,12,7.666388911652961,12.31518433277746,11,15.685961483840495,14.524142654501324,14,10.634561052490607,12.104535540323266,11,14.5787756643246,12.749985404134032,14,5.0475023552310665,16.062249555720012,6,8.983575688814014,3.324353114045059,3,12.363701105819557,1.5453573912078629,18
4,0,4.972216605070862,5.7709352561533285,8.691518088858835,7.065931374147778,5.879987357396163,,1.8691599999999995,0.9,1.08,1.35,2.52,2.2399999999999998,,-1,-1,0.7000000245711432,-1,1.70050847530365,-1,3.1081855297088623,6.0952229499816895,-1,-1,4.199257193929988,10.946253829215108,16,22.41375991583293,3.445697580664702,11,18.223795605239992,15.970189758654456,11,4.326906125827194,11.736004264596755,11,12.701327587717214,3.221752134921372,16,14.15000015,13.00000025,11,19.60000043,5.85000013,15,18.90000022,8.3000003,11,15.489893594648848,13.199343823871018,11,12.02534058959261,3.6495857221565076,14,13.025051775544137,13.310673286731475,18,5.555229021786881,12.72390036950095,12,7.690269522540595,12.307362893376697,11,15.666268626212469,14.531687924205743,14,10.61695116914951,12.080583023327566,11,14.587797619324459,12.743410478799612,14,5.068138977824793,16.05539200444062,6,8.97995916820165,3.350243270131258,3,12.365959615384748,1.5540879756311816,18
4,0,4.906989929462199,5.705281936913349,8.691518088858835,7.004105453802251,5.879987357396163,,1.9161499999999996,0.9,1.08,1.35,2.52,2.2399999999999998,,-1,-1,0.6999999760064282,-1,1.697322607040405,-1,3.0991311073303223,6.164634704589844,-1,-1,4.205591791229953,10.94525128854926,16,22.384524363072636,3.4732437613553357,11,18.20161559130103,15.959656410951988,11,4.330646761908025,11.735416622076812,11,12.70609058956286,3.2293132908303743,16,14.15000015,13.00000025,11,19.60000043,5.85000013,15,18.90000022,8.3000003,11,15.468958273484237,13.20099073249639,11,12.029196123721729,3.6557096816613104,14,13.044446291774626,13.318726405411283,18,5.571527774914495,12.717858943550473,12,7.714362849374282,12.299296063240453,11,15.646477098811312,14.539061112108428,14,10.599302508406907,12.056518890316312,11,14.596951097241678,12.739227453833191,14,5.088999813119761,16.04831628394811,6,8.97627694272402,3.3761226898502144,3,12.368232053406508,1.5628280545995175,18
4,0,4.841906133719206,5.63971612593913,8.691518088858835,6.942378297614785,5.879987357396163,,1.9630899999999996,0.9,1.08,1.35,2.52,2.2399999999999998,,-1,-1,0.7000000076403269,-1,1.749722599983216,-1,3.0902979373931885,6.23407506942749,-1,-1,4.212031145260478,10.944252307930881,16,22.354722097976705,3.5011575366480105,11,18.17930231565649,15.949080954273688,11,4.334673497595827,11.734795699158493,11,12.710839266722004,3.2368859354957205,16,14.15000015,13.00000025,11,19.60000043,5.85000013,11,18.90000022,8.3000003,15,15.448042291522775,13.202867346168281,11,12.033075908607557,3.66189985338245,14,13.063751641673674,13.326990995271712,18,5.588102714628384,12.711542763056984,12,7.738655183505213,12.290992488760608,11,15.626599921169595,14.546271912195232,14,10.581611279835393,12.032351709535407,11,14.605409569687016,12.731771242533403,14,5.110073938700968,16.04102716807509,6,8.972534276344254,3.401987500735108,3,12.370514718529817,1.5715770209783995,18
