Time,data
194.400003888,1
358.300007166,2
528.750010575,3
686.550013731,4
845.950016919,5
1006.450020129,6
1169.750023395,7
1333.650026673,8
1499.600029992,9
1661.150033223,10
1822.800036456,11
2006.400040128,12
2159.200043184,13
2347.100046942,14
