Time,data
128.750002575,1
181.850003637,2
232.750004655,3
284.00000568,4
335.200006704,5
384.900007698,6
436.300008726,7
487.150009743,8
538.50001077,9
589.800011796,10
642.600012852,11
692.300013846,12
743.800014876,13
796.300015926,14
846.200016924,15
899.100017982,16
948.900018978,17
1000.50002001,18
1051.300021026,19
1102.650022053,20
1153.900023078,21
1206.750024135,22
1256.600025132,23
1307.900026158,24
1359.200027184,25
1410.100028202,26
1463.600029272,27
1513.600030272,28
1564.550031291,29
