Time,data
170.900003418,1
309.700006194,2
446.00000892,3
594.800011896,4
734.200014684,5
873.950017479,6
999.250019985,7
1142.850022857,8
1282.100025642,9
1420.350028407,10
1581.800031636,11
1707.050034141,12
1845.950036919,13
1984.400039688,14
2112.100042242,15
2273.950045479,16
2438.300048766,17
2603.600052072,18
2728.900054578,19
2883.200057664,20
3010.850060217,21
3176.650063533,22
3343.900066878,23
3480.150069603,24
3648.400072968,25
3815.650076313,26
3981.400079628,27
4150.200083004,28
4296.600085932,29
