Time,data
24.750000495000002,1
139.850002797,2
255.800005116,3
372.850007457,4
490.350009807,5
606.800012136,6
723.350014467,7
838.800016776,8
955.650019113,9
1071.800021436,10
1187.600023752,11
1196.100023922,12
1325.100026502,13
1333.300026666,14
1462.750029255,15
1579.150031583,16
1694.800033896,17
1811.300036226,18
1928.200038564,19
2044.900040898,20
2160.900043218,21
2278.200045564,22
2394.750047895,23
2511.200050224,24
2626.700052534,25
2743.650054873,26
2861.100057222,27
2977.50005955,28
3094.600061892,29
3211.50006423,30
3327.400066548,31
3444.450068889,32
