run_2
"[-2.89, -2.73, -2.49, -2.33, -2.21, -2.15, -2.12, -2.04, -1.89, -1.77, -1.61, -1.48, -1.36, -1.24, -1.04, -0.87, -0.7, -0.57, -0.45, -0.39, -0.37, -0.39, -0.48, -0.58, -0.68, -0.75, -0.87, -0.96, -1.04, -1.08, -1.08, -1.05, -1.02, -0.97, -0.95, -0.93, -0.91, -0.88, -0.79, -0.68, -0.55, -0.43, -0.24, -0.07, 0.09, 0.23, 0.44, 0.61, 0.82, 0.96, 1.09, 1.3, 1.47, 1.67, 1.81, 1.98, 2.15, 2.33, 2.5, 2.67, 2.84, 3.02, 3.19, 3.36, 3.54, 3.71, 3.89, 4.07, 4.26, 4.43, 4.63, 4.75, 4.88, 4.99, 5.09, 5.19, 5.29, 5.4, 5.52, 5.65, 5.75, 5.91, 6.06, 6.22, 6.36, 6.59, 6.77, 6.94, 7.13, 7.28, 7.51, 7.7, 7.89, 8.09, 8.24, 8.48, 8.67, 8.87, 9.06, 9.25, 9.45, 9.64, 9.83, 10.01, 10.18, 10.32, 10.53, 10.71, 10.89, 11.03, 11.25, 11.43, 11.61, 11.81, 12.0, 12.14, 12.24, 12.3, 12.45, 12.62, 12.79, 12.95, 13.08, 13.27, 13.44, 13.61, 13.79, 13.94, 14.16, 14.35, 14.54, 14.74, 14.9, 15.14, 15.34, 15.54, 15.74, 15.9, 16.14, 16.34, 16.54, 16.74, 16.9, 17.14, 17.34, 17.54, 17.74, 17.94, 18.14, 18.34, 18.54, 18.7, 18.94, 19.14, 19.34, 19.54, 19.74, 19.94, 20.14, 20.34, 20.49, 20.73, 20.93, 21.13, 21.28, 21.52, 21.71, 21.95, 22.07, 22.3]"
"[12.0, 11.99, 11.96, 11.94, 11.92, 11.91, 11.91, 11.89, 11.84, 11.78, 11.67, 11.58, 11.48, 11.39, 11.25, 11.15, 11.06, 10.99, 10.92, 10.9, 10.89, 10.89, 10.9, 10.9, 10.91, 10.92, 10.95, 10.98, 11.03, 11.06, 11.06, 11.02, 10.93, 10.8, 10.68, 10.61, 10.51, 10.41, 10.21, 10.04, 9.89, 9.78, 9.64, 9.53, 9.42, 9.33, 9.21, 9.12, 9.0, 8.91, 8.83, 8.7, 8.59, 8.47, 8.39, 8.29, 8.19, 8.08, 7.98, 7.88, 7.78, 7.68, 7.58, 7.48, 7.38, 7.29, 7.2, 7.11, 7.03, 6.94, 6.8, 6.7, 6.55, 6.38, 6.21, 6.04, 5.86, 5.7, 5.54, 5.39, 5.26, 5.09, 4.95, 4.83, 4.76, 4.67, 4.63, 4.6, 4.56, 4.53, 4.47, 4.41, 4.36, 4.32, 4.29, 4.24, 4.2, 4.14, 4.09, 4.05, 4.01, 3.96, 3.9, 3.81, 3.71, 3.63, 3.51, 3.43, 3.34, 3.27, 3.16, 3.08, 3.0, 2.95, 2.92, 2.91, 2.9, 2.89, 2.85, 2.77, 2.67, 2.55, 2.46, 2.31, 2.21, 2.11, 2.02, 1.95, 1.86, 1.8, 1.75, 1.73, 1.73, 1.74, 1.75, 1.75, 1.74, 1.73, 1.72, 1.72, 1.71, 1.71, 1.71, 1.71, 1.71, 1.7, 1.7, 1.7, 1.7, 1.69, 1.68, 1.67, 1.66, 1.66, 1.65, 1.64, 1.64, 1.62, 1.6, 1.57, 1.54, 1.51, 1.47, 1.44, 1.41, 1.37, 1.32, 1.27, 1.25, 1.22]"
"[138.00000276, 138.50000277, 139.00000278, 139.50000279, 140.0000028, 140.50000281, 141.00000282, 141.50000283, 142.00000284, 142.50000285, 143.00000286, 143.50000287, 144.00000288, 144.50000289, 145.0000029, 145.50000291, 146.00000292, 146.50000293, 147.00000294, 147.50000295, 148.00000296, 148.50000297, 149.00000298, 149.50000299, 150.000003, 150.50000301, 151.00000302, 151.50000303, 152.00000304, 152.50000305, 153.00000306, 153.50000307, 154.00000308, 154.50000309, 155.0000031, 155.50000311, 156.00000312, 156.50000313, 157.00000314, 157.50000315, 158.00000316, 158.50000317, 159.00000318, 159.50000319, 160.0000032, 160.50000321, 161.00000322, 161.50000323, 162.00000324, 162.50000325, 163.00000326, 163.50000327, 164.00000328, 164.50000329, 165.0000033, 165.50000331, 166.00000332, 166.50000333, 167.00000334, 167.50000335, 168.00000336, 168.50000337, 169.00000338, 169.50000339, 170.0000034, 170.50000341, 171.00000342, 171.50000343, 172.00000344, 172.50000345, 173.00000346, 173.50000347, 174.00000348, 174.50000349, 175.0000035, 175.50000351, 176.00000352, 176.50000353, 177.00000354, 177.50000355, 178.00000356, 178.50000357, 179.00000358, 179.50000359, 180.0000036, 180.50000361, 181.00000362, 181.50000363, 182.00000364, 182.50000365, 183.00000366, 183.50000367, 184.00000368, 184.50000369, 185.0000037, 185.50000371, 186.00000372, 186.50000373, 187.00000374, 187.50000375, 188.00000376, 188.50000377, 189.00000378, 189.50000379, 190.0000038, 190.50000381, 191.00000382, 191.50000383, 192.00000384, 192.50000385, 193.00000386, 193.50000387, 194.00000388, 194.50000389, 195.0000039, 195.50000391, 196.00000392, 196.50000393, 197.00000394, 197.50000395, 198.00000396, 198.50000397, 199.00000398, 199.50000399, 200.000004, 200.50000401, 201.00000402, 201.50000403, 202.00000404, 202.50000405, 203.00000406, 203.50000407, 204.00000408, 204.50000409, 205.0000041, 205.50000411, 206.00000412, 206.50000413, 207.00000414, 207.50000415, 208.00000416, 208.50000417, 209.00000418, 209.50000419, 210.0000042, 210.50000421, 211.00000422, 211.50000423, 212.00000424, 212.50000425, 213.00000426, 213.50000427, 214.00000428, 214.50000429, 215.0000043, 215.50000431, 216.00000432, 216.50000433, 217.00000434, 217.50000435, 218.00000436, 218.50000437, 219.00000438, 219.50000439, 220.0000044, 220.50000441, 221.00000442, 221.50000443, 222.00000444, 222.50000445]"
[]
[]
[]
[]
[]
