Time,data
94.50000189,1
108.300002166,2
139.100002782,3
153.00000306,4
183.50000367,5
197.50000395,6
228.100004562,7
242.050004841,8
272.650005453,9
286.50000573,10
317.050006341,11
330.950006619,12
361.450007229,13
375.300007506,14
406.100008122,15
419.900008398,16
450.50000901,17
464.50000929,18
494.900009898,19
508.900010178,20
539.50001079,21
553.350011067,22
584.00001168,23
597.800011956,24
628.300012566,25
642.250012845,26
673.050013461,27
686.950013739,28
717.300014346,29
731.200014624,30
761.800015236,31
775.750015515,32
806.450016129,33
820.250016405,34
850.800017016,35
864.750017295,36
895.50001791,37
909.250018185,38
939.900018798,39
953.600019072,40
984.200019684,41
998.150019963,42
1028.850020577,43
1042.550020851,44
1073.200021464,45
1087.00002174,46
1117.600022352,47
1131.600022632,48
1162.150023243,49
1176.00002352,50
1206.800024136,51
1220.550024411,52
1251.250025025,53
1265.0000253,54
1295.600025912,55
1309.50002619,56
1340.300026806,57
1354.100027082,58
1384.700027694,59
1398.600027972,60
