Time,data
32.100000642,1
100.650002013,2
157.150003143,3
164.50000329,4
182.850003657,5
249.350004987,6
273.300005466,7
283.100005662,8
335.200006704,9
356.50000713,10
421.50000843,11
465.400009308,12
489.550009791,13
535.800010716,14
588.950011779,15
605.0000121,16
677.700013554,17
691.950013839,18
696.350013927,19
708.00001416,20
711.650014233,21
713.50001427,22
760.850015217,23
779.00001558,24
788.150015763,25
824.250016485,26
851.450017029,27
858.400017168,28
877.650017553,29
881.250017625,30
926.800018536,31
996.900019938,32
1004.900020098,33
1024.350020487,34
1028.350020567,35
1044.050020881,36
1084.400021688,37
1107.700022154,38
1120.550022411,39
1125.950022519,40
1141.400022828,41
1154.50002309,42
1188.350023767,43
1214.950024299,44
1258.50002517,45
1278.950025579,46
1335.400026708,47
1442.150028843,48
1471.700029434,49
1514.900030298,50
1534.550030691,51
1547.700030954,52
1610.200032204,53
1673.550033471,54
1714.300034286,55
1727.600034552,56
1811.100036222,57
1843.400036868,58
1889.450037789,59
2101.300042026,60
2166.50004333,61
2188.900043778,62
2228.00004456,63
2276.350045527,64
2316.200046324,65
2389.450047789,66
2392.850047857,67
2423.300048466,68
2441.300048826,69
2452.450049049,70
2459.300049186,71
2462.200049244,72
2486.100049722,73
2518.00005036,74
2536.750050735,75
2541.700050834,76
2562.850051257,77
2570.350051407,78
2592.700051854,79
2630.50005261,80
2825.900056518,81
3052.900061058,82
3505.600070112,83
3752.400075048,84
3790.50007581,85
3829.650076593,86
3887.100077742,87
3908.150078163,88
3960.400079208,89
3969.300079386,90
4003.650080073,91
4048.700080974,92
4089.00008178,93
4103.600082072,94
4107.550082151,95
4113.750082275,96
4169.550083391,97
4214.300084286,98
4232.600084652,99
4239.100084782,100
4285.700085714,101
4292.00008584,102
4292.900085858,103
4410.350088207,104
4455.850089117,105
4475.50008951,106
4500.100090002,107
4526.900090538,108
4592.650091853,109
4613.300092266,110
4638.950092779,111
4682.00009364,112
4700.600094012,113
4707.600094152,114
4725.450094509,115
4765.50009531,116
4814.600096292,117
4834.400096688,118
4867.400097348,119
4907.200098144,120
4950.800099016,121
4969.00009938,122
4973.550099471,123
5024.350100487,124
5030.200100604,125
5115.50010231,126
5141.100102822,127
5194.300103886,128
5316.950106339,129
5322.400106448,130
5331.100106622,131
5356.900107138,132
5401.050108021,133
5429.950108599,134
5471.900109438,135
