Time,data
237.750004755,1
421.800008436,2
659.300013186,3
857.400017148,4
1045.750020915,5
1235.400024708,6
1420.750028415,7
1607.950032159,8
1793.800035876,9
1985.300039706,10
2176.400043528,11
2359.300047186,12
2542.300050846,13
2724.900054498,14
2907.800058156,15
3091.800061836,16
3280.300065606,17
3461.300069226,18
3647.950072959,19
3840.50007681,20
4127.900082558,21
4308.850086177,22
4499.900089998,23
4692.350093847,24
4982.900099658,25
5162.300103246,26
5349.800106996,27
5543.400110868,28
5736.150114723,29
