Time,data
23.750000475,0
131.700002634,1
240.150004803,2
362.600007252,3
474.450009489,4
579.300011586,5
694.700013894,6
804.050016081,7
931.400018628,8
1079.650021593,9
1190.850023817,10
1304.100026082,11
1445.50002891,12
1572.900031458,13
1687.700033754,14
1829.00003658,15
1951.900039038,16
2089.700041794,17
2197.950043959,18
2321.900046438,19
2444.150048883,20
2554.00005108,21
2726.00005452,22
2849.400056988,23
2970.350059407,24
3087.400061748,25
3206.900064138,26
3329.700066594,27
3456.450069129,28
3583.600071672,29
