Time,data
1612093868.918264,0
1612093902.9853134,1
1612093920.803165,2
1612093938.6259584,3
1612093956.637709,4
1612093974.4786034,5
1612093992.4653199,6
1612094010.454397,7
1612094028.3086994,8
1612094046.1143236,9
1612094064.1388543,10
1612094082.1259685,11
1612094099.9600341,12
1612094118.3164592,13
1612094135.8417795,14
1612094154.1705904,15
1612094171.5059383,16
1612094189.3285873,17
1612094207.8287418,18
1612094225.1185722,19
1612094243.6292734,20
1612094261.6049943,21
1612094279.6090164,22
1612094297.6102703,23
1612094315.0897987,24
1612094333.0910466,25
1612094351.4406197,26
1612094369.2780228,27
1612094387.103262,28
1612094404.427008,29
