episode,nearest distance for adult,nearest distance for child,nearest distance for elder,reward,done_reason
1,,,,6.486280000000001,2
2,,,,2.8089807258081327,2
3,,,,4.7971108775368325,2
4,,,,-4.15,1
5,,,,4.9422299999999995,2
6,,,,5.08703,2
7,,,,5.5008509784679855,2
8,,,,6.742072289290804,2
9,,,,5.395464601176384,2
10,,,,6.070007022866656,2
11,,,,5.011937215324242,2
12,,,,-4.15,1
13,,,,6.4408653454517015,2
14,,,,6.551729999999999,2
15,,,,0.08966325912395412,1
16,,,,4.91381,2
17,,,,5.86927,2
18,,,,4.107530000000001,2
19,,,,4.8979925271430265,2
20,,,,8.448680000000001,2
21,,,,6.3539,2
22,,,,7.86415,2
23,,,,1.557331937229553,1
24,,,,4.8940602995735505,2
25,,,,3.4480676178429306,2
26,,,,3.1348803093184507,2
27,,,,6.631369999999999,2
28,,,,5.551430096416745,2
29,,,,7.1491474210639145,2
30,,,,3.7038042235723925,2
31,,,,8.50383,2
32,,,,5.82086,2
33,,,,5.69653,2
34,,,,6.171223886453147,2
35,,,,6.02646,2
36,,,,8.934155735642161,2
37,,,,4.289429999999999,2
38,,,,-4.15,1
39,,,,-4.15,1
40,,,,6.063620000000001,2
41,,,,-0.5029348874650186,1
42,,,,7.673140000000002,2
43,,,,5.391630000000001,2
44,,,,4.38886,2
45,,,,4.443930284719178,2
46,,,,3.6210700000000005,2
47,,,,10.011010000000004,2
48,,,,5.87589570470486,2
49,,,,8.295176547505044,2
50,,,,1.0170300000000014,1
51,,,,8.855632679930181,2
52,,,,6.173701079979814,2
53,,,,10.324067631143926,2
54,,,,6.202318848592375,2
55,,,,5.52961,2
56,,,,4.200939999999999,2
57,,,,7.061920000000001,2
58,,,,6.460016177810012,2
59,,,,-1.727856326102494,2
60,,,,9.150057679384478,2
61,,,,3.4090162827843935,2
62,,,,5.02097,2
63,,,,7.079531769468344,2
64,,,,6.1836199999999995,2
65,,,,5.868126658089869,2
66,,,,7.00243,2
67,,,,5.26101,2
68,,,,5.77724678333838,2
69,,,,6.107860256043096,2
70,,,,7.187710698176705,2
71,,,,3.80124,2
72,,,,7.737580616993607,2
73,,,,4.71871,2
74,,,,8.30373,2
75,,,,4.936495531305179,2
76,,,,6.04184217190605,2
77,,,,7.10271,2
78,,,,5.2516102812858785,2
79,,,,5.53468,2
80,,,,3.2460100449695544,2
81,,,,7.11568,2
82,,,,5.428809523385068,2
83,,,,8.157270586360356,2
84,,,,5.337231969479261,2
85,,,,6.4840006075876975,2
86,,,,7.408302828573227,2
87,,,,5.34968,2
88,,,,4.854310000000001,2
89,,,,5.136937535692552,2
90,,,,5.477520378859742,2
91,,,,-4.15,1
92,,,,5.009412991963007,2
93,,,,-4.15,1
94,,,,5.927771718105809,2
95,,,,4.18384,2
96,,,,6.488570000000002,2
97,,,,-5.026589712718237,1
98,,,,5.094542401432781,2
99,,,,4.87064,2
100,,,,5.564408142427823,2
101,,,,5.69653,2
102,,,,-0.8255537230098398,1
103,,,,6.71069,2
104,,,,6.049086044860464,2
105,,,,11.030760000000004,2
106,,,,5.753473393480595,2
107,,,,4.823702283006822,2
108,,,,5.825275605894088,2
109,,,,5.99413,2
110,,,,5.6163,2
111,,,,5.810366805653301,2
112,,,,7.257389999999999,2
113,,,,2.4589824347091453,2
114,,,,7.420863108706348,2
115,,,,5.44955,2
116,,,,7.29587,2
117,,,,4.245229999999999,2
118,,,,5.02097,2
119,,,,4.519550790679451,2
120,,,,5.69446,2
121,,,,5.38962032636984,2
122,,,,6.640842962050688,2
123,,,,5.2767800000000005,2
124,,,,5.773003556658099,2
125,,,,6.673625719100487,2
126,,,,6.71069,2
127,,,,4.80549,2
128,,,,5.130333269015485,2
129,,,,6.34196,2
130,,,,6.1174100000000005,2
131,,,,6.431699999999999,2
132,,,,4.851967230090747,2
133,,,,6.70373,2
134,,,,5.205853109974927,2
135,,,,7.856915762068063,2
136,,,,3.888598526305671,2
137,,,,5.82086,2
138,,,,5.154552170828901,2
139,,,,7.296639234446146,2
140,,,,3.757615325053414,2
141,,,,6.408810000000001,2
142,,,,5.239931042033151,2
143,,,,6.340098572628715,2
144,,,,5.228587158564314,2
145,,,,7.961781773215346,2
146,,,,6.940222590849601,2
147,,,,4.3257900000000005,2
148,,,,6.033897302736831,2
149,,,,6.11863,2
150,,,,4.35083,2
151,,,,5.013935445566153,2
152,,,,4.200770366256737,2
153,,,,5.230599999999999,2
154,,,,4.28937,2
155,,,,5.01988961734023,2
156,,,,8.153469408115567,2
157,,,,6.840269999999999,2
158,,,,7.904017999237064,2
159,,,,-2.4467480554999663,1
160,,,,5.940825420946288,2
161,,,,5.327897342835852,2
162,,,,-4.15,1
163,,,,5.001087196138778,2
164,,,,4.332834168407675,2
165,,,,4.557519906102511,2
166,,,,4.672220000000001,2
167,,,,3.900002284774846,2
168,,,,5.579547326283089,2
169,,,,4.965484190617225,2
170,,,,8.62593,2
171,,,,5.86214,2
172,,,,6.02646,2
173,,,,4.89193,2
174,,,,3.6980194541950375,2
175,,,,8.25037961408433,2
176,,,,4.203264743158986,2
177,,,,4.097303431379638,2
178,,,,5.1101407393635165,2
179,,,,3.3827920161088496,2
180,,,,-4.15,1
181,,,,5.9605999999999995,2
182,,,,3.492529085506413,2
183,,,,3.553059587933915,2
184,,,,6.2705400000000004,2
185,,,,4.418710000000001,2
186,,,,6.922724567257108,2
187,,,,8.056772804980977,2
188,,,,6.816530000000002,2
189,,,,3.989170414101155,2
190,,,,8.30373,2
191,,,,1.8312713684093638,2
192,,,,4.587899999999999,2
193,,,,5.021022729283301,2
194,,,,7.396149655416158,2
195,,,,6.2705400000000004,2
196,,,,7.850440000000002,2
197,,,,-4.15,1
198,,,,7.052775290077983,2
199,,,,1.5305633346545406,2
200,,,,3.662478335089272,2
201,,,,5.1287199999999995,2
202,,,,-4.251260000000001,1
203,,,,4.5133975257046295,2
204,,,,3.607949112151705,2
205,,,,5.820003134705771,2
206,,,,-4.15,1
207,,,,3.2859000504212834,2
208,,,,6.7897099999999995,2
209,,,,5.193571274959844,2
210,,,,5.516210000000001,2
211,,,,7.213523729740989,2
212,,,,4.668672304054878,2
213,,,,8.859262256243023,2
214,,,,6.3529599999999995,2
215,,,,7.8973669687680985,2
216,,,,7.817661506421994,2
217,,,,3.9645400000000004,2
218,,,,5.52961,2
219,,,,8.256920000000003,2
220,,,,9.219250000000002,2
221,,,,4.465,2
222,,,,4.99455,2
223,,,,6.132643389543989,2
224,,,,1.6912356538971764,2
225,,,,4.71871,2
226,,,,4.4122900000000005,2
227,,,,4.83632,2
228,,,,2.965876500955422,2
