episode,nearest distance for adult,nearest distance for child,nearest distance for elder,reward,done_reason
1.0,3.3228986333739527,0.7736972111622223,3.2688070304683725,4.526231107270311,2.0
2.0,1.0726857746970626,0.5815444377601942,3.3995049519284453,4.148460000000005,2.0
3.0,7.527978987597924,0.46045262007191035,11.931754722123875,4.055490000000001,2.0
4.0,1.5141892725135015,2.8428486094860412,7.765749063187388,5.69653,2.0
5.0,1.9186866142007177,4.183824987433498,6.622594976468426,4.12273,2.0
6.0,3.985852269895944,4.295160097586296,0.5975279502179656,-7.2378646648805045,1.0
7.0,5.119032262812256,3.980209923077377,3.7222716812593,5.990290000000002,2.0
8.0,0.8994387927026977,3.0835632087441494,0.7220170576020062,-4.955417246519181,2.0
9.0,1.818372003062983,4.238007970799528,3.2859758040058207,4.79044,2.0
10.0,3.358004574716157,2.735761502752185,1.5618163859715748,6.807620000000001,2.0
11.0,1.8285268525506355,3.5606860561168565,3.2548138272890372,6.2705400000000004,2.0
12.0,5.77795740311769,4.255768238615594,7.29610791328799,4.132530000000001,2.0
13.0,1.3217266649127686,1.3420055636845214,1.611379865053445,8.035910000000007,2.0
14.0,5.331331215640209,3.012949093993927,3.983213799852387,6.43937,2.0
15.0,3.2274386016052916,1.6275553533765685,2.0442592220806275,10.122010000000003,2.0
16.0,0.8919639769025867,9.185955467916264,4.82121204428921,-5.446332601970344,1.0
17.0,1.7433831689168482,2.6709508054755338,2.65019682159683,6.2344300000000015,2.0
18.0,3.210006034144179,6.418992422401933,4.666610452144276,10.87878999999998,2.0
19.0,2.455944729768113,2.032428763844059,1.892188059620522,-3.4154800000000036,0.0
20.0,1.86513146153626,3.6134177039930315,1.6526379311633534,6.472129999999996,2.0
21.0,0.8939141098600074,2.8410160476029196,2.772470468634818,-1.2274296332021173,1.0
22.0,2.4108520231032577,1.8698749184212196,2.3435318457081857,5.387330000000002,2.0
23.0,5.581634627904717,3.862949955832136,2.611449904702104,6.710730000000002,2.0
24.0,2.9814874675878413,2.303615156396037,2.1579925833808007,5.824599999999999,2.0
25.0,2.0701845192995356,4.856772535945253,2.3621248666279535,3.75671,2.0
26.0,1.740906085841209,0.7759287856708061,2.5284761599250745,8.03019949652934,2.0
27.0,5.330435478454032,0.5413931109696427,3.4687355483890867,-5.659980000000001,1.0
28.0,1.1752096996781465,5.933348205953076,1.1795073471006612,6.68883615899235,2.0
29.0,0.8361754624985929,1.4186398576834833,2.066654538921654,8.336620000000003,2.0
30.0,4.304702120846075,2.358019278522717,1.1500994105192364,8.260700000000003,2.0
31.0,4.739470816029449,2.4904981906067816,1.833853356956115,3.3084700000000007,2.0
32.0,2.4167902227469193,1.9133747879373828,1.2169166153977782,9.85199000000001,2.0
33.0,3.938398974017993,1.1322294059756661,2.3367432021014944,8.69684999999999,2.0
34.0,6.035106247603594,1.1462838696382314,1.0800463941597769,5.42394,2.0
35.0,3.3767405674868485,0.8965492596823424,1.9541341819746285,6.858663989721443,2.0
36.0,3.474311251716592,0.9825801020218554,3.6385372592624043,5.197633256688306,2.0
37.0,3.677230178772873,3.3052270323806376,8.065528460723263,4.9422299999999995,2.0
38.0,2.0362247192145158,3.5864728803164807,1.7909529103008588,4.34911,2.0
39.0,1.2304698957927152,0.9779941220712106,1.160088345047687,11.486600000000005,2.0
40.0,6.212403143743856,3.371485723082875,1.853933678016005,5.024370000000001,2.0
41.0,3.7753933454005173,5.87999836907144,2.3295231073708145,-4.15,1.0
42.0,1.2338381689189326,4.1321274965586925,1.4647949642749396,7.404040000000006,2.0
43.0,1.0898734804739971,2.7030446832634034,0.9222824085509961,8.939663959808783,2.0
