Time,data
1612098858.0081358,1
1612098862.324637,2
1612098865.376103,3
1612098876.5132375,4
1612098880.8131187,5
1612098883.8131647,6
1612098894.973056,7
1612098899.2291026,8
1612098902.2692168,9
1612098913.6179378,10
1612098917.9132318,11
1612098920.961144,12
1612098932.0582814,13
1612098936.3410785,14
1612098939.3593152,15
1612098950.5532043,16
1612098954.8290384,17
1612098957.877112,18
1612098969.1971068,19
1612098973.4610274,20
1612098976.4730325,21
1612098987.543604,22
1612098991.8171966,23
1612098994.8790338,24
1612099006.1372037,25
1612099010.4250293,26
1612099013.4497607,27
1612099024.6170082,28
1612099028.9091728,29
1612099031.9370866,30
1612099043.1650386,31
1612099047.4689937,32
1612099050.5248346,33
1612099061.7290654,34
1612099066.0251062,35
1612099069.037077,36
1612099080.2730417,37
1612099084.533218,38
1612099087.5735145,39
1612099098.6090949,40
1612099102.8571012,41
1612099105.9091797,42
1612099116.9730864,43
1612099121.2931907,44
1612099124.3212276,45
1612099135.3132634,46
1612099139.597108,47
1612099142.6452482,48
1612099153.6931665,49
1612099157.973008,50
1612099161.0250928,51
1612099172.205136,52
1612099176.5250204,53
1612099179.5383658,54
1612099190.7330902,55
1612099195.0370746,56
1612099198.053058,57
1612099209.168295,58
1612099213.4782634,59
1612099216.4773676,60
1612099227.6291583,61
1612099231.9570985,62
1612099234.9691448,63
1612099246.1650481,64
1612099250.4525003,65
1612099253.537167,66
1612099264.7730565,67
1612099269.0134113,68
1612099272.069128,69
1612099283.3649938,70
1612099287.6510675,71
1612099290.701135,72
1612099301.801194,73
1612099306.0690863,74
1612099309.0952954,75
1612099320.2803366,76
1612099324.557061,77
1612099327.5891716,78
1612099338.6645153,79
1612099342.997077,80
1612099346.0091405,81
1612099357.1811895,82
1612099361.4563801,83
1612099364.4771576,84
1612099375.6049848,85
1612099379.8691394,86
1612099382.9223368,87
1612099394.1614203,88
1612099398.3970003,89
1612099401.4770827,90
