Time,data
129.650002593,1
284.50000569,2
353.650007073,3
416.800008336,4
484.00000968,5
548.800010976,6
619.650012393,7
693.400013868,8
764.00001528,9
892.700017854,10
1024.800020496,11
1097.300021946,12
1164.850023297,13
1235.900024718,14
1329.050026581,15
1394.700027894,16
1462.300029246,17
1563.150031263,18
1627.850032557,19
1692.100033842,20
1756.700035134,21
1823.350036467,22
1898.600037972,23
2026.800040536,24
2136.050042721,25
2201.700044034,26
2265.200045304,27
2345.300046906,28
2476.550049531,29
