Time,data
1612098131.714685,0
1612098181.8669348,1
1612098196.5286443,2
1612098211.2190514,3
1612098226.3489406,4
1612098241.1531794,5
1612098255.2747054,6
1612098269.9474082,7
1612098284.603354,8
1612098299.7952662,9
1612098313.9546564,10
1612098328.7685852,11
1612098343.434624,12
1612098358.6094809,13
1612098372.9009514,14
1612098388.0752237,15
1612098402.1988864,16
1612098417.3853009,17
1612098432.0074577,18
1612098446.305663,19
1612098461.4753518,20
1612098476.1084523,21
1612098490.2376907,22
1612098504.9007747,23
1612098519.563383,24
1612098534.2353477,25
1612098548.8977573,26
1612098563.569028,27
1612098578.2360032,28
1612098592.9051952,29
