Time,data
169.300003386,1
344.00000688,2
506.750010135,3
680.050013601,4
853.850017077,5
1026.700020534,6
1190.950023819,7
1353.850027077,8
1517.600030352,9
1681.850033637,10
1837.700036754,11
2011.650040233,12
2185.100043702,13
2401.050048021,14
2574.700051494,15
2748.650054973,16
2924.200058484,17
3096.700061934,18
3272.150065443,19
3444.100068882,20
3593.600071872,21
3767.150075343,22
3929.900078598,23
4103.700082074,24
4276.950085539,25
4450.250089005,26
4613.050092261,27
4786.850095737,28
4962.100099242,29
