Time,data
212.250004245,1
287.950005759,2
365.200007304,3
440.750008815,4
542.800010856,5
620.400012408,6
696.350013927,7
771.800015436,8
847.450016949,9
925.350018507,10
1005.800020116,11
1083.850021677,12
1191.900023838,13
1267.900025358,14
1343.400026868,15
1418.950028379,16
1495.350029907,17
1575.450031509,18
1651.050033021,19
1727.50003455,20
1807.150036143,21
1883.250037665,22
1992.800039856,23
2071.450041429,24
2146.550042931,25
2222.650044453,26
2299.100045982,27
2375.250047505,28
2451.100049022,29
