Time,data
121.800002436,1
242.750004855,2
366.700007334,3
489.400009788,4
615.250012305,5
728.900014578,6
896.400017928,7
1027.950020559,8
1153.00002306,9
1268.250025365,10
1383.200027664,11
1496.250029925,12
1659.50003319,13
1793.950035879,14
1913.50003827,15
2022.250040445,16
2144.250042885,17
2256.750045135,18
2384.800047696,19
2494.50004989,20
2628.00005256,21
2763.750055275,22
2883.250057665,23
2997.550059951,24
3107.700062154,25
3221.750064435,26
3344.00006688,27
3481.050069621,28
3594.250071885,29
