Time,data
78.650001573,1
174.050003481,2
223.700004474,3
268.050005361,4
549.900010998,5
640.350012807,6
684.100013682,7
690.100013802,8
737.600014752,9
784.950015699,10
790.400015808,11
838.50001677,12
882.800017656,13
932.650018653,14
977.00001954,15
983.800019676,16
1033.200020664,17
1126.650022533,18
1171.950023439,19
1178.350023567,20
1226.650024533,21
1319.800026396,22
1364.450027289,23
1369.900027398,24
1413.850028277,25
1507.700030154,26
1553.250031065,27
1560.250031205,28
1608.150032163,29
1744.150034883,30
1750.600035012,31
1894.50003789,32
1940.800038816,33
1947.700038954,34
1997.250039945,35
2090.450041809,36
2134.400042688,37
2184.400043688,38
2275.650045513,39
2367.200047344,40
2552.300051046,41
2599.450051989,42
2603.800052076,43
2652.650053053,44
2755.150055103,45
2847.350056947,46
