Time,data
29.050000581,1
80.350001607,2
111.850002237,3
135.0000027,4
190.300003806,5
223.400004468,6
253.900005078,7
276.450005529,8
333.850006677,9
367.400007348,10
397.600007952,11
414.550008291,12
565.150011303,13
587.950011759,14
644.150012883,15
677.450013549,16
708.150014163,17
725.600014512,18
812.600016252,19
876.350017527,20
893.350017867,21
979.900019598,22
1013.00002026,23
1043.800020876,24
1060.750021215,25
1148.00002296,26
1181.450023629,27
1211.900024238,28
1230.550024611,29
1315.700026314,30
1379.50002759,31
1391.050027821,32
1395.850027917,33
1547.550030951,34
1558.900031178,35
1563.850031277,36
1653.200033064,37
1716.800034336,38
1739.650034793,39
1796.200035924,40
1860.050037201,41
1935.600038712,42
1998.850039977,43
2021.650040433,44
2078.050041561,45
2111.00004222,46
2142.700042854,47
2165.300043306,48
2222.350044447,49
2255.350045107,50
2286.350045727,51
2297.600045952,52
2302.550046051,53
2391.250047825,54
2424.350048487,55
2455.150049103,56
2477.800049556,57
2534.800050696,58
2567.750051355,59
2598.250051965,60
2645.450052909,61
2656.050053121,62
2660.800053216,63
2750.650055013,64
2783.950055679,65
2814.950056299,66
2837.50005675,67
2894.750057895,68
2927.850058557,69
2958.350059167,70
2980.750059615,71
3038.200060764,72
3101.750062035,73
3124.400062488,74
3180.150063603,75
3243.700064874,76
3262.600065252,77
3347.50006695,78
3411.200068224,79
3433.750068675,80
3492.300069846,81
3525.50007051,82
3557.00007114,83
3568.600071372,84
3573.400071468,85
3724.800074496,86
3741.800074836,87
3891.750077835,88
3914.750078295,89
3970.0000794,90
4003.00008006,91
4033.750080675,92
4051.150081023,93
4138.150082763,94
4171.300083426,95
4202.350084047,96
4214.300084286,97
4219.00008438,98
4307.50008615,99
4371.550087431,100
4388.900087778,101
4475.750089515,102
4508.50009017,103
4539.700090794,104
4562.800091256,105
4618.600092372,106
4682.100093642,107
4705.650094113,108
