Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
26.800000536,1,26,650000533,map,3.4981769251249224,9.718432337008974,0.0,0.0,0.0,0.0,0.0
29.800000596,2,29,700000594,map,3.9397695271524795,9.830344861640132,0.0,0.0,0.0,0.0,0.0
32.800000656,3,32,700000654,map,4.318308385395009,9.92025693591583,0.0,0.0,0.0,0.0,0.0
35.800000716,4,35,700000714,map,3.5019564601658604,9.566768471882808,0.0,0.0,0.0,0.0,0.0
38.750000775,5,38,700000774,map,4.727114421942941,10.209007101831848,0.0,0.0,0.0,0.0,0.0
41.800000836,6,41,700000834,map,4.690562303206688,10.201974257798433,0.0,0.0,0.0,0.0,0.0
44.800000896,7,44,700000894,map,4.580485991002593,10.206962311346746,0.0,0.0,0.0,0.0,0.0
47.800000956,8,47,700000954,map,4.233166714136297,10.27218966320082,0.0,0.0,0.0,0.0,0.0
50.800001016,9,50,700001014,map,4.698023216177692,10.216689845419225,0.0,0.0,0.0,0.0,0.0
53.800001076,10,53,700001074,map,4.723855708259451,10.210847429603898,0.0,0.0,0.0,0.0,0.0
56.800001136,11,56,700001134,map,4.725372431371565,10.210025528684547,0.0,0.0,0.0,0.0,0.0
59.800001196,12,59,700001194,map,4.727926526002951,10.209747214715524,0.0,0.0,0.0,0.0,0.0
62.800001256,13,62,700001254,map,4.727545553287068,10.210431134862622,0.0,0.0,0.0,0.0,0.0
65.800001316,14,65,700001314,map,7.682135046625454,9.519539554085975,0.0,0.0,0.0,0.0,0.0
68.800001376,15,68,700001374,map,7.679197562626118,9.521079453728982,0.0,0.0,0.0,0.0,0.0
71.800001436,16,71,700001434,map,7.682969280754863,9.519460932441232,0.0,0.0,0.0,0.0,0.0
74.800001496,17,74,700001494,map,11.495195301088485,8.941093122046805,0.0,0.0,0.0,0.0,0.0
77.800001556,18,77,700001554,map,11.507767146520148,8.938612420012825,0.0,0.0,0.0,0.0,0.0
80.800001616,19,80,750001615,map,11.501533236884889,8.937785799935483,0.0,0.0,0.0,0.0,0.0
83.800001676,20,83,700001674,map,11.504575739823089,8.937913438479654,0.0,0.0,0.0,0.0,0.0
86.800001736,21,86,700001734,map,11.338502034673114,8.889462921355868,0.0,0.0,0.0,0.0,0.0
89.800001796,22,89,700001794,map,15.110311210589863,8.007737153652005,0.0,0.0,0.0,0.0,0.0
92.800001856,23,92,700001854,map,15.536738832085444,7.936700819253183,0.0,0.0,0.0,0.0,0.0
95.800001916,24,95,700001914,map,15.538514449450155,7.9365074366337405,0.0,0.0,0.0,0.0,0.0
98.800001976,25,98,700001974,map,15.529204172083029,7.941732230789899,0.0,0.0,0.0,0.0,0.0
101.800002036,26,101,700002034,map,15.539110620596745,7.937457006577381,0.0,0.0,0.0,0.0,0.0
104.800002096,27,104,700002094,map,15.539968289991956,7.936367648357354,0.0,0.0,0.0,0.0,0.0
107.800002156,28,107,700002154,map,19.3586861376046,5.705923014283331,0.0,0.0,0.0,0.0,0.0
110.800002216,29,110,700002214,map,20.08048278003845,5.146532741260315,0.0,0.0,0.0,0.0,0.0
113.800002276,30,113,700002274,map,20.390117171427356,5.154152668169834,0.0,0.0,0.0,0.0,0.0
116.800002336,31,116,700002334,map,19.968144348627035,5.789618609533394,0.0,0.0,0.0,0.0,0.0
119.800002396,32,119,750002395,map,19.625413002842805,5.757319248758916,0.0,0.0,0.0,0.0,0.0
122.800002456,33,122,750002455,map,19.48164674520728,6.315082601447129,0.0,0.0,0.0,0.0,0.0
125.800002516,34,125,700002514,map,19.95529607444986,5.048039808117301,0.0,0.0,0.0,0.0,0.0
128.800002576,35,128,700002574,map,19.642946108123013,5.504501051024807,0.0,0.0,0.0,0.0,0.0
131.800002636,36,131,700002634,map,20.180554696090653,5.242937111350917,0.0,0.0,0.0,0.0,0.0
134.800002696,37,134,700002694,map,20.774860565947336,4.627253845182137,0.0,0.0,0.0,0.0,0.0
137.800002756,38,137,700002754,map,20.976121051436138,4.655265106874451,0.0,0.0,0.0,0.0,0.0
140.800002816,39,140,700002814,map,20.813827217284576,5.251418754258852,0.0,0.0,0.0,0.0,0.0
143.800002876,40,143,700002874,map,20.831402162386862,5.698636284503592,0.0,0.0,0.0,0.0,0.0
146.800002936,41,146,700002934,map,21.15628693082876,5.062340933421353,0.0,0.0,0.0,0.0,0.0
149.800002996,42,149,700002994,map,21.253582365581355,4.44119257774425,0.0,0.0,0.0,0.0,0.0
152.800003056,43,152,700003054,map,21.397542093843203,4.008768376059977,0.0,0.0,0.0,0.0,0.0
155.800003116,44,155,700003114,map,21.584533937396053,3.7168664729050573,0.0,0.0,0.0,0.0,0.0
158.800003176,45,158,700003174,map,21.58535955174255,3.715829516848403,0.0,0.0,0.0,0.0,0.0
161.800003236,46,161,700003234,map,21.58320422601524,3.720554385481401,0.0,0.0,0.0,0.0,0.0
164.800003296,47,164,700003294,map,21.587012491824357,3.7145399353445985,0.0,0.0,0.0,0.0,0.0
167.800003356,48,167,700003354,map,22.99966172196551,1.0010180889144555,0.0,0.0,0.0,0.0,0.0
170.800003416,49,170,700003414,map,22.999878195146184,1.0012053604157631,0.0,0.0,0.0,0.0,0.0
173.800003476,50,173,700003474,map,22.998875772053108,1.007495008401336,0.0,0.0,0.0,0.0,0.0
176.800003536,51,176,700003534,map,22.999736653036216,1.0028505620305985,0.0,0.0,0.0,0.0,0.0
180.800003616,52,180,550003611,map,1.9632150373460866,10.907938558164815,0.0,0.0,0.0,0.0,0.0
183.800003676,53,183,600003672,map,2.8840182596346056,10.697379733677337,0.0,0.0,0.0,0.0,0.0
186.800003736,54,186,700003734,map,3.7501691869836487,10.481418062567128,0.0,0.0,0.0,0.0,0.0
189.800003796,55,189,700003794,map,4.558682848595535,10.279000168281323,0.0,0.0,0.0,0.0,0.0
192.800003856,56,192,750003855,map,4.75686796333712,10.21282543263692,0.0,0.0,0.0,0.0,0.0
196.300003926,57,195,800003916,map,4.9274557868131605,10.209548605139632,0.0,0.0,0.0,0.0,0.0
199.300003986,58,198,850003977,map,4.926118210947935,10.209541077747001,0.0,0.0,0.0,0.0,0.0
202.300004046,59,201,900004038,map,4.914921179056099,10.211658197802194,0.0,0.0,0.0,0.0,0.0
205.300004106,60,204,950004099,map,4.927473296803683,10.209764544417716,0.0,0.0,0.0,0.0,0.0
208.300004166,61,208,4160,map,7.8935019378924745,9.526748264728743,0.0,0.0,0.0,0.0,0.0
211.300004226,62,211,50004221,map,7.892119282034592,9.526968498355469,0.0,0.0,0.0,0.0,0.0
214.300004286,63,214,100004282,map,7.8923020461659155,9.527332393731829,0.0,0.0,0.0,0.0,0.0
217.300004346,64,217,200004344,map,11.602862358037598,8.960689244454606,0.0,0.0,0.0,0.0,0.0
220.300004406,65,220,200004404,map,11.693372032240712,8.940679493324481,0.0,0.0,0.0,0.0,0.0
223.300004466,66,223,250004465,map,9.757434029473295,8.963718628015679,0.0,0.0,0.0,0.0,0.0
226.750004535,67,226,300004526,map,11.690012201840833,8.9402122392148,0.0,0.0,0.0,0.0,0.0
229.800004596,68,229,350004587,map,11.69439498857368,8.940182819914174,0.0,0.0,0.0,0.0,0.0
232.800004656,69,232,400004648,map,15.357030073326035,7.942240187487212,0.0,0.0,0.0,0.0,0.0
235.800004716,70,235,450004709,map,15.712991839570986,7.869899002858633,0.0,0.0,0.0,0.0,0.0
238.800004776,71,238,500004770,map,15.714854324250485,7.869606269069789,0.0,0.0,0.0,0.0,0.0
241.800004836,72,241,550004831,map,15.706529793825393,7.87498827369598,0.0,0.0,0.0,0.0,0.0
244.800004896,73,244,600004892,map,15.71559217865128,7.869620454852078,0.0,0.0,0.0,0.0,0.0
247.800004956,74,247,650004953,map,15.715471749436416,7.874155789424988,0.0,0.0,0.0,0.0,0.0
250.800005016,75,250,700005014,map,19.671091042233385,5.533387294452637,0.0,0.0,0.0,0.0,0.0
253.800005076,76,253,750005075,map,20.328900180597643,5.00758234441553,0.0,0.0,0.0,0.0,0.0
257.300005146,77,256,800005136,map,20.237850817572813,5.364789519007523,0.0,0.0,0.0,0.0,0.0
260.300005206,78,259,900005198,map,19.703837089080103,5.913383301617936,0.0,0.0,0.0,0.0,0.0
263.300005266,79,262,900005258,map,19.81262813670237,5.469691300849544,0.0,0.0,0.0,0.0,0.0
266.300005326,80,265,950005319,map,20.168449424923743,4.966068960768379,0.0,0.0,0.0,0.0,0.0
