Time,data
183.400003668,1
347.050006941,2
511.250010225,3
671.450013429,4
852.300017046,5
1010.400020208,6
1216.400024328,7
1391.400027828,8
1558.900031178,9
1749.450034989,10
1914.50003829,11
2080.0000416,12
2241.550044831,13
2459.150049183,14
2689.700053794,15
2877.750057555,16
3081.750061635,17
3249.750064995,18
3431.850068637,19
3664.350073287,20
3846.850076937,21
4078.00008156,22
4251.100085022,23
4438.700088774,24
4642.300092846,25
4831.200096624,26
5061.250101225,27
5272.50010545,28
5462.450109249,29
