Time,data
101.650002033,1
164.750003295,2
224.50000449,3
285.100005702,4
345.900006918,5
408.750008175,6
468.450009369,7
530.050010601,8
589.250011785,9
650.050013001,10
710.600014212,11
771.150015423,12
831.650016633,13
892.050017841,14
954.150019083,15
1013.050020261,16
1075.750021515,17
1135.350022707,18
1196.050023921,19
1258.100025162,20
1317.200026344,21
1377.700027554,22
1440.350028807,23
1499.300029986,24
1560.400031208,25
1621.050032421,26
1681.700033634,27
1742.150034843,28
1803.600036072,29
