Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,mean_points,max_points,min_points,pointclouds,velocities
157.2,276,0,0,,239,75,"[x: 8.379698753356934
y: 1.7172678709030151
z: 0.0, x: 17.32844352722168
y: 3.214873790740967
z: 0.0]",[],[],[],"[x: 0.038576237857341766
y: -0.11363042145967484
z: 0.0, x: -0.06215665116906166
y: -0.10264769196510315
z: 0.0]"
157.6,277,0,0,,243,79,"[x: 8.396045684814453
y: 1.6721407175064087
z: 0.0, x: 17.304418563842773
y: 3.1733224391937256
z: 0.0]",[],[],[],"[x: 0.043091196566820145
y: -0.11199620366096497
z: 0.0, x: -0.05800242722034454
y: -0.10505102574825287
z: 0.0]"
158.0,278,0,0,,247,83,"[x: 8.414183616638184
y: 1.6277040243148804
z: 0.0, x: 17.282075881958008
y: 3.1308434009552
z: 0.0]",[],[],[],"[x: 0.04753716662526131
y: -0.11018265783786774
z: 0.0, x: -0.053755421191453934
y: -0.10728631913661957
z: 0.0]"
158.4,279,0,0,,251,87,"[x: 8.434085845947266
y: 1.584028959274292
z: 0.0, x: 17.261444091796875
y: 3.0875046253204346
z: 0.0]",[],[],[],"[x: 0.051907017827034
y: -0.10819269716739655
z: 0.0, x: -0.049422431737184525
y: -0.10934999585151672
z: 0.0]"
158.8,280,0,0,,255,91,"[x: 8.455719947814941
y: 1.5411843061447144
z: 0.0, x: 17.24256706237793
y: 3.0433766841888428
z: 0.0]",[],[],[],"[x: 0.056193768978118896
y: -0.10602952539920807
z: 0.0, x: -0.045010387897491455
y: -0.11123877018690109
z: 0.0]"
159.2,281,0,0,,259,95,"[x: 8.47905158996582
y: 1.4992395639419556
z: 0.0, x: 17.225467681884766
y: 2.9985289573669434
z: 0.0]",[],[],[],"[x: 0.06039055064320564
y: -0.10369657725095749
z: 0.0, x: -0.04052634909749031
y: -0.11294960975646973
z: 0.0]"
159.6,282,0,0,,263,99,"[x: 8.504042625427246
y: 1.4582613706588745
z: 0.0, x: 17.210176467895508
y: 2.953033208847046
z: 0.0]",[],[],[],"[x: 0.06449063867330551
y: -0.10119761526584625
z: 0.0, x: -0.03597748279571533
y: -0.11447978019714355
z: 0.0]"
160.0,283,0,0,,267,103,"[x: 8.530652046203613
y: 1.4183157682418823
z: 0.0, x: 17.19671630859375
y: 2.9069623947143555
z: 0.0]",[],[],[],"[x: 0.06848746538162231
y: -0.09853662550449371
z: 0.0, x: -0.03137107193470001
y: -0.11582683026790619
z: 0.0]"
160.4,284,0,0,,271,107,"[x: 8.558836936950684
y: 1.3794668912887573
z: 0.0, x: 17.185110092163086
y: 2.8603901863098145
z: 0.0]",[],[],[],"[x: 0.07237464189529419
y: -0.09571786969900131
z: 0.0, x: -0.02671447955071926
y: -0.11698861420154572
z: 0.0]"
160.8,285,0,0,,275,111,"[x: 8.588552474975586
y: 1.3417764902114868
z: 0.0, x: 17.175378799438477
y: 2.8133909702301025
z: 0.0]",[],[],[],"[x: 0.0761459544301033
y: -0.09274585545063019
z: 0.0, x: -0.022015156224370003
y: -0.1179632619023323
z: 0.0]"
161.2,286,0,0,,279,115,"[x: 8.619752883911133
y: 1.305305004119873
z: 0.0, x: 17.167531967163086
y: 2.766040325164795
z: 0.0]",[],[],[],"[x: 0.07979533821344376
y: -0.08962535113096237
z: 0.0, x: -0.017280617728829384
y: -0.1187492311000824
z: 0.0]"
161.6,287,0,0,,283,119,"[x: 8.652389526367188
y: 1.2701114416122437
z: 0.0, x: 17.161582946777344
y: 2.7184131145477295
z: 0.0]",[],[],[],"[x: 0.08331696689128876
y: -0.0863613486289978
z: 0.0, x: -0.012518438510596752
y: -0.11934524774551392
z: 0.0]"
162.0,288,0,0,,287,123,"[x: 8.686406135559082
y: 1.2362511157989502
z: 0.0, x: 17.157543182373047
y: 2.670586585998535
z: 0.0]",[],[],[],"[x: 0.08670519292354584
y: -0.08295907825231552
z: 0.0, x: -0.0077362353913486
y: -0.11975036561489105
z: 0.0]"
162.4,289,0,0,,291,127,"[x: 8.721750259399414
y: 1.2037791013717651
z: 0.0, x: 17.155420303344727
y: 2.622636556625366
z: 0.0]",[],[],[],"[x: 0.08995459973812103
y: -0.07942398637533188
z: 0.0, x: -0.002941657556220889
y: -0.11996393650770187
z: 0.0]"
162.8,290,0,0,,295,131,"[x: 8.758366584777832
y: 1.1727468967437744
z: 0.0, x: 17.155216217041016
y: 2.5746397972106934
z: 0.0]",[],[],[],"[x: 0.09305998682975769
y: -0.07576172053813934
z: 0.0, x: 0.001857625669799745
y: -0.11998561769723892
z: 0.0]"
163.2,291,0,0,,299,135,"[x: 8.796192169189453
y: 1.1432044506072998
z: 0.0, x: 17.15692901611328
y: 2.5266735553741455
z: 0.0]",[],[],[],"[x: 0.09601636976003647
y: -0.07197816669940948
z: 0.0, x: 0.006653937045484781
y: -0.11981537193059921
z: 0.0]"
163.8,292,0,0,,305,141,5,"[x: 8.855072975158691
y: 1.101786494255066
z: 0.0, x: 17.16309356689453
y: 2.4549481868743896
z: 0.0, x: 23.646854400634766
y: 4.784038066864014
z: 0.0]",[],[],[],"[x: 0.10016129910945892
y: -0.06608868390321732
z: 0.0, x: 0.013826055452227592
y: -0.11920083314180374
z: 0.0, x: 0.0
y: 0.0
z: 0.0]"
164.4,293,0,0,,311,147,11,"[x: 8.916332244873047
y: 1.0639756917953491
z: 0.0, x: 17.173547744750977
y: 2.3837220668792725
z: 0.0, x: 23.635156631469727
y: 4.781353950500488
z: 0.0]",[],[],[],"[x: 0.10394546389579773
y: -0.05996116250753403
z: 0.0, x: 0.020948421210050583
y: -0.11815736442804337
z: 0.0, x: -0.11683063209056854
y: -0.02739712782204151
z: 0.0]"
165.0,294,0,0,,317,153,17,"[x: 8.97974967956543
y: 1.0299077033996582
z: 0.0, x: 17.188247680664062
y: 2.313251495361328
z: 0.0, x: 23.565597534179688
y: 4.762804985046387
z: 0.0]",[],[],[],"[x: 0.10735522955656052
y: -0.053617674857378006
z: 0.0, x: 0.027995407581329346
y: -0.11668871343135834
z: 0.0, x: -0.11497770994901657
y: -0.03435295820236206
z: 0.0]"
165.6,295,0,0,,323,159,23,"[x: 9.045096397399902
y: 0.9997053742408752
z: 0.0, x: 17.2071533203125
y: 2.243788957595825
z: 0.0, x: 23.497276306152344
y: 4.740120887756348
z: 0.0]",[],[],[],"[x: 0.11037831008434296
y: -0.04708106443285942
z: 0.0, x: 0.0349416546523571
y: -0.11480017751455307
z: 0.0, x: -0.11271104961633682
y: -0.041185177862644196
z: 0.0]"
166.2,296,0,0,,329,165,29,"[x: 9.112138748168945
y: 0.9734774827957153
z: 0.0, x: 17.230186462402344
y: 2.1755852699279785
z: 0.0, x: 23.430437088012695
y: 4.713379859924316
z: 0.0]",[],[],[],"[x: 0.11300384253263474
y: -0.04037487506866455
z: 0.0, x: 0.04176216945052147
y: -0.11249853670597076
z: 0.0, x: -0.11003880947828293
y: -0.04786919429898262
z: 0.0]"
166.8,297,0,0,,335,171,35,"[x: 9.180632591247559
y: 0.9513185620307922
z: 0.0, x: 17.257272720336914
y: 2.108883857727051
z: 0.0, x: 23.365325927734375
y: 4.682680130004883
z: 0.0]",[],[],[],"[x: 0.11522235721349716
y: -0.03352326527237892
z: 0.0, x: 0.048432402312755585
y: -0.1097920835018158
z: 0.0, x: -0.10697060823440552
y: -0.054380957037210464
z: 0.0]"
167.4,298,0,0,,341,177,41,"[x: 9.25032901763916
y: 0.9333083629608154
z: 0.0, x: 17.28830909729004
y: 2.043928384780884
z: 0.0, x: 23.30217170715332
y: 4.648130416870117
z: 0.0]",[],[],[],"[x: 0.11702584475278854
y: -0.026550909504294395
z: 0.0, x: 0.054928358644247055
y: -0.10669055581092834
z: 0.0, x: -0.10351748019456863
y: -0.0606970377266407
z: 0.0]"
168.0,299,0,0,,347,183,47,"[x: 9.320985794067383
y: 0.9195117950439453
z: 0.0, x: 17.323183059692383
y: 1.9809491634368896
z: 0.0, x: 23.241199493408203
y: 4.609856128692627
z: 0.0]",[],[],[],"[x: 0.11840783059597015
y: -0.019482919946312904
z: 0.0, x: 0.06122666224837303
y: -0.1032051146030426
z: 0.0, x: -0.09969185292720795
y: -0.06679470837116241
z: 0.0]"
168.6,300,0,0,,353,189,53,"[x: 9.392340660095215
y: 0.909977376461029
z: 0.0, x: 17.321046829223633
y: 1.958572506904602
z: 0.0, x: 23.18263053894043
y: 4.567994594573975
z: 0.0]",[],[],[],"[x: 0.11936333030462265
y: -0.01234475802630186
z: 0.0, x: -0.01943056844174862
y: -0.021309273317456245
z: 0.0, x: -0.09550750255584717
y: -0.07265201956033707
z: 0.0]"
169.2,301,0,0,,359,195,59,"[x: 9.46413516998291
y: 0.9047420620918274
z: 0.0, x: 17.30977439880371
y: 1.9454983472824097
z: 0.0, x: 23.126676559448242
y: 4.522696495056152
z: 0.0]",[],[],[],"[x: 0.11988890916109085
y: -0.005162131506949663
z: 0.0, x: -0.01812393218278885
y: -0.0222492553293705
z: 0.0, x: -0.09097947925329208
y: -0.07824790477752686
z: 0.0]"
169.8,302,0,0,,365,201,65,"[x: 9.536118507385254
y: 0.9038228988647461
z: 0.0, x: 17.30429458618164
y: 1.939609169960022
z: 0.0, x: 23.073543548583984
y: 4.474125385284424
z: 0.0]",[],[],[],"[x: 0.11998267471790314
y: 0.002039088401943445
z: 0.0, x: -0.008111008442938328
y: -0.006622570101171732
z: 0.0, x: -0.08612406998872757
y: -0.0835622176527977
z: 0.0]"
170.4,303,0,0,,371,207,71,"[x: 9.608031272888184
y: 0.9072232246398926
z: 0.0, x: 17.299488067626953
y: 1.935597538948059
z: 0.0, x: 23.02341651916504
y: 4.422454833984375
z: 0.0]",[],[],[],"[x: 0.11964426934719086
y: 0.009232963435351849
z: 0.0, x: -0.007934541441500187
y: -0.006750643253326416
z: 0.0, x: -0.08095875382423401
y: -0.08857584744691849
z: 0.0]"
171.0,304,0,0,,377,213,77,"[x: 9.679607391357422
y: 0.9149301052093506
z: 0.0, x: 17.294754028320312
y: 1.9315072298049927
z: 0.0, x: 22.976478576660156
y: 4.367873668670654
z: 0.0]",[],[],[],"[x: 0.1188749372959137
y: 0.01639358326792717
z: 0.0, x: -0.007760935928672552
y: -0.0068782782182097435
z: 0.0, x: -0.07550211250782013
y: -0.09327073395252228
z: 0.0]"
171.6,305,0,0,,383,219,83,"[x: 9.750591278076172
y: 0.9269181489944458
z: 0.0, x: 17.290176391601562
y: 1.9273457527160645
z: 0.0, x: 22.93290138244629
y: 4.310575485229492
z: 0.0]",[],[],[],"[x: 0.11767742782831192
y: 0.023495156317949295
z: 0.0, x: -0.007580278906971216
y: -0.006993683986365795
z: 0.0, x: -0.06977378576993942
y: -0.09763000160455704
z: 0.0]"
172.2,306,0,0,,389,225,89,"[x: 9.820728302001953
y: 0.9431427717208862
z: 0.0, x: 17.2856388092041
y: 1.923112392425537
z: 0.0, x: 22.892837524414062
y: 4.250766754150391
z: 0.0]",[],[],[],"[x: 0.11605606973171234
y: 0.03051210381090641
z: 0.0, x: -0.007406734395772219
y: -0.007113832049071789
z: 0.0, x: -0.06379438936710358
y: -0.10163795948028564
z: 0.0]"
172.8,307,0,0,,395,231,95,"[x: 9.889763832092285
y: 0.9635455012321472
z: 0.0, x: 17.28129005432129
y: 1.9188131093978882
z: 0.0, x: 22.856430053710938
y: 4.188663959503174
z: 0.0]",[],[],[],"[x: 0.11401669681072235
y: 0.0374191515147686
z: 0.0, x: -0.007223383989185095
y: -0.007217591628432274
z: 0.0, x: -0.05758542940020561
y: -0.10528018325567245
z: 0.0]"
173.4,308,0,0,,401,237,101,"[x: 9.957452774047852
y: 0.9880529046058655
z: 0.0, x: 17.27695083618164
y: 1.914448857307434
z: 0.0, x: 22.823808670043945
y: 4.124488830566406
z: 0.0]",[],[],[],"[x: 0.11156665533781052
y: 0.04419142007827759
z: 0.0, x: -0.007050095591694117
y: -0.0073304446414113045
z: 0.0, x: -0.0511692576110363
y: -0.10854356735944748
z: 0.0]"
174.0,309,0,0,,407,243,107,"[x: 10.023550033569336
y: 1.0165765285491943
z: 0.0, x: 17.272830963134766
y: 1.9100230932235718
z: 0.0, x: 22.795093536376953
y: 4.058475971221924
z: 0.0]",[],[],[],"[x: 0.1087147668004036
y: 0.05080452188849449
z: 0.0, x: -0.006864504422992468
y: -0.007422447204589844
z: 0.0, x: -0.04456895962357521
y: -0.11141636967658997
z: 0.0]"
174.6,310,0,0,,413,249,113,"[x: 10.087818145751953
y: 1.0490140914916992
z: 0.0, x: 17.26871109008789
y: 1.9055390357971191
z: 0.0, x: 22.7703914642334
y: 3.9908576011657715
z: 0.0]",[],[],[],"[x: 0.10547130554914474
y: 0.05723463371396065
z: 0.0, x: -0.00668971287086606
y: -0.007525340188294649
z: 0.0, x: -0.03780828043818474
y: -0.11388824880123138
z: 0.0]"
175.2,311,0,0,,419,255,119,"[x: 10.150022506713867
y: 1.0852484703063965
z: 0.0, x: 17.264802932739258
y: 1.9009983539581299
z: 0.0, x: 22.749786376953125
y: 3.921880006790161
z: 0.0]",[],[],[],"[x: 0.10184796154499054
y: 0.06345859915018082
z: 0.0, x: -0.006504693999886513
y: -0.007608950603753328
z: 0.0, x: -0.030911557376384735
y: -0.11595030874013901
z: 0.0]"
175.8,312,0,0,,425,261,125,"[x: 10.209940910339355
y: 1.1251490116119385
z: 0.0, x: 17.26091194152832
y: 1.8964060544967651
z: 0.0, x: 22.73335075378418
y: 3.8517911434173584
z: 0.0]",[],[],[],"[x: 0.097857765853405
y: 0.06945399194955826
z: 0.0, x: -0.006327847950160503
y: -0.007700441870838404
z: 0.0, x: -0.02390359900891781
y: -0.1175951436161995
z: 0.0]"
176.4,313,0,0,,431,267,131,"[x: 10.267358779907227
y: 1.1685729026794434
z: 0.0, x: 17.259180068969727
y: 1.894269585609436
z: 0.0, x: 22.72115135192871
y: 3.7808430194854736
z: 0.0]",[],[],[],"[x: 0.09351511299610138
y: 0.07519921660423279
z: 0.0, x: -2.32367097785513e-10
y: -2.88062518283283e-10
z: 0.0, x: -0.016809625551104546
y: -0.1188168153166771
z: 0.0]"
177.0,314,0,0,,437,273,137,"[x: 10.322070121765137
y: 1.215362548828125
z: 0.0, x: 17.259180068969727
y: 1.894269585609436
z: 0.0, x: 22.713226318359375
y: 3.709291934967041
z: 0.0]",[],[],[],"[x: 0.08883563429117203
y: 0.08067359775304794
z: 0.0, x: -7.420218606224438e-11
y: -9.198641848229272e-11
z: 0.0, x: -0.009655165486037731
y: -0.11961094290018082
z: 0.0]"
177.6,315,0,0,,443,279,143,"[x: 10.37387466430664
y: 1.2653497457504272
z: 0.0, x: 17.259180068969727
y: 1.894269585609436
z: 0.0, x: 22.709606170654297
y: 3.6373934745788574
z: 0.0]",[],[],[],"[x: 0.08383618295192719
y: 0.08585740625858307
z: 0.0, x: 1.1630800489381699e-10
y: 1.4417537996802565e-10
z: 0.0, x: -0.002465961966663599
y: -0.11997465789318085
z: 0.0]"
178.2,316,0,0,,449,285,149,"[x: 10.422587394714355
y: 1.3183544874191284
z: 0.0, x: 17.259180068969727
y: 1.894269585609436
z: 0.0, x: 22.710302352905273
y: 3.5654072761535645
z: 0.0]",[],[],[],"[x: 0.07853476703166962
y: 0.09073197096586227
z: 0.0, x: -4.56901683154598e-10
y: -5.663713387171754e-10
z: 0.0, x: 0.004732115194201469
y: -0.11990665644407272
z: 0.0]"
