episode,nearest distance for adult,nearest distance for child,nearest distance for elder,nearest distance for forklift,nearest distance for servicerobot,nearest distance for random_wanderer,reward,safe distance adult,safe distance child,safe distance elder,safe distance forklift,safe distance servicerobot,safe distance random_wanderer,done_reason
2,12.481907365708338,3.043667720300565,14.27187712456291,,7.694109848525438,13.607492109118123,7.2784599999999955,1.4,1.32,1.6500000000000001,,1.4,1.5,2
2.0,1.7080372758773716,1.4563289543584033,10.588675142507576,1.7158301816276489,3.338466055053065,1.4722314813694681,6.459708630606623,0.9,1.08,1.35,2.52,1.4,1.5,2.0
2.0,1.462503228133172,2.1724867197397932,12.49812746806591,5.080007716021723,2.1762064702841375,1.8826109707964296,10.561609999999998,0.8,1.2,1.35,2.52,1.4,1.5,2.0
2.0,6.409303887626951,1.5073258133921021,2.229721045748676,3.7000125385425107,3.5543037271215776,2.074765517646841,12.712900327463473,1.1,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
2.0,2.4147710704985252,1.1623901887940868,5.350293595619302,5.873537263162514,4.21715384495789,12.855204895440341,5.386957515317295,1.1,1.32,2.0999999999999996,2.52,1.4,1.5,2.0
2,9.107316155373637,4.282240934518534,11.818212506487155,2.9682161755099847,,4.11847835213848,7.570979999999999,0.6,1.32,1.6500000000000001,2.52,,1.5,2
2.0,3.164914281521319,8.64729304141301,10.086828442739325,2.855390735780482,4.755836114136819,3.8447240017522835,8.747779999999995,1.4,1.68,1.6500000000000001,2.52,1.4,1.5,2.0
2.0,4.15322051540675,9.27333448964708,3.4760321728908044,3.5665474090332214,12.055795779858773,4.539825688402298,10.429360000000003,0.6,1.68,1.2000000000000002,2.52,1.4,1.5,2.0
2.0,8.14445213159572,3.089690727223984,2.299535874514346,4.178911126065759,4.658322193001256,2.3888475521205,14.188589999999992,0.9,0.96,0.8999999999999999,2.52,1.4,1.5,2.0
2.0,6.432319020784765,2.000292789520029,6.804603339066451,3.5372705115862244,2.589731504768594,3.3464167943064296,11.936490000000013,0.9,1.68,0.8999999999999999,2.52,1.4,1.5,2.0
2.0,6.182464951350614,2.3496065854608448,7.166303423142664,6.769663642675114,2.825368200849605,2.963511115688032,11.72743999999999,1.1,0.72,1.6500000000000001,2.52,0.6,1.5,2.0
3,9.084419573409178,,2.9653323469689417,,,7.498922689962591,7.058779999999999,1.1,,0.8999999999999999,,,1.5,2
3.0,3.3772299126438563,5.4502483018861305,4.879009237788672,9.9095457304314,7.441532172760944,5.068616154808048,7.843409999999999,1.1,1.08,1.35,2.52,1.4,1.5,2.0
2.0,4.677786276371521,4.5007735166437906,11.160860146622843,7.734196809853958,2.664912025051216,2.378610849557946,10.754210000000006,1.4,1.68,0.8999999999999999,2.52,1.4,1.5,2.0
3.0,0.9414055764954782,4.363822220477442,8.040782109979249,2.9172254484035895,9.764828379174972,3.3332091642200252,10.41047296815659,1.1,1.08,1.6500000000000001,2.52,1.4,1.5,2.0
2.0,2.778347350644002,3.140698378787517,7.418941182803449,5.185989633497415,5.092937856100457,4.6893248899510676,11.106479999999998,1.1,1.68,1.35,2.52,1.4,1.5,2.0
3.0,3.117551963823953,14.306769495076045,11.010036293415821,5.176614323960295,5.321035605995171,5.910355105548139,9.094629999999993,1.1,0.72,1.6500000000000001,2.52,1.4,1.5,2.0
2.0,3.526926661280199,6.855348558290049,7.935349223307825,9.727797152704108,2.7657998542099262,4.967130647365567,10.425340000000002,0.6,1.32,1.35,2.52,1.4,1.5,2.0
3.0,5.4971345375615295,2.613838227830883,2.6619633437706924,2.692297679302888,12.517590099803199,4.817985582035125,8.500860000000001,1.1,1.68,2.0999999999999996,2.52,1.4,1.5,2.0
3.0,0.7306755623777789,3.1525657183649205,12.028149528120846,9.475870886894818,7.914019300090131,6.493447245147014,6.029170353840236,1.4,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
3.0,1.2682913055354217,0.6920455914061435,8.890469510354258,6.462959106195687,10.647878183774218,1.679533973711228,4.328055350252241,0.9,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
2.0,7.554983591081771,5.271105092079557,1.8653536726534001,8.5809070506722,3.8579875575423017,2.6534464541493685,11.331530000000008,1.1,0.72,0.8999999999999999,2.52,1.4,1.5,2.0
3.0,7.209732630969273,5.280669684445292,1.4022621264237152,2.6205451011939704,7.08158530593562,3.816592035895875,7.963035680450986,1.1,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
3.0,9.234833275630724,1.0317420838992297,2.094247878987416,8.517160298557677,8.120455769149473,5.6471782441346505,10.717321143879037,1.1,0.72,2.0999999999999996,2.52,1.4,1.5,2.0
4.0,3.083347777396084,3.170764867675214,5.926457329071936,4.6754691948302725,6.249285594815703,2.5198394796310355,7.238239999999996,1.1,1.68,1.6500000000000001,2.52,1.4,1.5,2.0
4.0,11.184177141130547,0.5604452480934842,11.776192826105488,11.96677764044103,11.555884604646995,2.2571299108956318,-3.27846083077309,1.1,1.68,1.6500000000000001,2.52,1.4,1.5,1.0
3.0,6.516009819182714,1.5125689646723888,4.530121340072027,1.0980869688446069,5.4933474506283515,1.426467475034392,-48.720015676995416,1.1,1.68,0.8999999999999999,2.52,1.4,1.5,1.0
3.0,4.425467109159165,2.1787424527441743,14.042433083673085,4.050690371107362,11.300254604888176,9.379475200899309,11.345939999999995,1.4,1.32,1.35,2.52,1.4,1.5,2.0
3.0,4.254135163999202,0.44333639577574513,13.04901481777805,3.320233522184243,14.433915068196812,5.123566213046566,8.987768293149742,1.1,0.72,1.35,2.52,1.4,1.5,2.0
3,7.573966433495446,0.699025825546284,10.750206973074903,,,9.651531378874962,-6.3334325394093565,1.1,1.32,0.8999999999999999,,,1.5,1
3.0,3.532812721748184,4.512759909597032,6.805348532156524,10.915844889400603,4.188035158229713,4.079476308474293,11.082619999999997,0.6,1.68,2.0999999999999996,2.52,1.4,1.5,2.0
3.0,6.607916448472247,3.8038414752038636,5.937257432916844,8.92283860294704,10.246150660351793,2.275956414196251,5.80086,1.4,0.72,1.6500000000000001,2.52,1.4,1.5,2.0
4,0.5384075703488499,,7.866350597183815,12.206856504028627,,15.043538632509588,-6.969766219913444,1.4,,2.0999999999999996,2.52,,1.5,1
4,,1.4469087414904955,,,1.4652003198832244,6.882621319233662,-2.7068322891993404,,1.68,,,1.4,1.5,1
3.0,1.4553523024468111,1.767447154510938,12.662264749968468,2.1237002990189797,2.463859723470599,4.656868162877359,6.906744319821991,0.6,1.68,1.2000000000000002,2.52,1.4,1.5,2.0
4,14.486933250806533,,5.665607256691767,,10.78514899208814,9.406575006006785,8.506380000000002,0.6,,1.6500000000000001,,1.4,1.5,2
3.0,10.361107983307999,9.444242350373766,2.5557896156053124,8.027980783774376,9.042645559373124,1.8752060680347737,10.658870000000011,0.6,1.68,2.0999999999999996,2.52,1.4,1.5,2.0
4.0,6.877746695385395,2.8351423561991433,8.566806858402511,1.833532931841947,10.41832650731802,4.782271460538209,7.62611320307689,0.9,1.32,1.2000000000000002,2.52,1.4,1.5,2.0
5.0,9.094305979488476,8.776889215781045,6.601117081846612,9.707570848176838,5.92056732461285,3.2066676855930374,8.301369999999995,0.9,1.08,2.0999999999999996,2.52,1.4,1.5,2.0
4,1.0394774826689053,1.6171965988367947,,7.383169126209189,2.5622737436385834,4.190013761421591,6.525700000000001,0.6,1.32,,2.52,1.4,1.5,2
3.0,5.263799626435,1.4179107910995556,2.8811997437994528,11.531494696284808,5.099184518320372,4.250127525759793,13.300259999999998,0.9,0.72,0.8999999999999999,2.52,1.4,1.5,2.0
4.0,4.422345890068063,1.4477769065989239,4.748891589009856,9.717794978917452,1.6672460385955652,4.281384511862995,5.331010000000001,1.1,0.72,1.6500000000000001,2.52,1.4,1.5,2.0
4.0,5.368557150333888,7.837970173130794,7.9710437927098825,10.829747730400657,2.837073679344431,6.063195221882816,8.343229999999997,1.1,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
3.0,2.7980995950003043,4.377688423656486,8.790327569596965,6.2105831912967275,5.418220735823535,1.4216158720110577,8.960312981467002,1.1,1.68,1.6500000000000001,2.52,1.4,1.5,2.0
3.0,2.78700284750001,3.085799644481233,8.127036565274441,3.7868643869887832,6.822997248727385,1.2714302882710646,10.481062542556057,1.4,0.96,1.35,2.52,1.4,1.5,2.0
4.0,3.4560445524093577,3.2781006251706772,3.3255795409974844,2.3287414209637007,2.1291125621292006,8.654819365446752,8.401534877884913,0.9,1.08,2.0999999999999996,2.52,1.4,1.5,2.0
4.0,10.789323176636415,2.194354545494162,6.100284394316079,7.005587710055992,4.263535395140856,3.838901899424268,9.655979999999994,1.4,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
5,2.2230648291009087,5.434943422947488,0.651110055782909,1.6609404506417376,,8.522908953416465,-11.971991222720483,1.4,0.96,1.6500000000000001,2.52,,1.5,2
6,,2.3811077500100555,,13.108462251650256,9.868313795777015,3.4615113488242266,6.84777,,1.32,,2.52,1.4,1.5,2
4.0,5.450642032964923,5.924348009096456,5.585376716217528,3.1029677895047882,3.478343253632461,1.1321537218356836,9.636487673086005,0.9,1.68,1.35,2.52,1.4,1.5,2.0
5,13.07682874841247,4.412582095208217,,13.258057094928725,10.866275592041275,5.330040832346189,6.972809999999995,1.4,0.72,,2.52,1.4,1.5,2
5.0,5.085193918807823,5.882859840184033,6.56984508233337,3.9088439595188866,10.373972611884135,4.100996968346664,11.514430000000008,0.9,1.08,2.0999999999999996,2.52,1.4,1.5,2.0
4.0,3.76001703491842,1.267042406773048,5.737350183178568,3.4076285498026055,7.648501077358998,2.6015887706928966,13.884963761932308,1.4,1.68,1.6500000000000001,2.52,1.4,1.5,2.0
4,10.269013767863473,9.981141004943632,2.0494365141549755,,2.4878997924608965,1.4871756060142702,9.12312198008814,0.8,1.68,2.0999999999999996,,1.4,1.5,2
5.0,4.102983261128109,2.089516433830145,2.8482366058585797,4.8669311437111045,2.2568115182859376,0.7381671651247185,3.6034529538828544,1.4,1.68,1.6500000000000001,2.52,1.4,1.5,1.0
4.0,5.793871193361046,8.79422522745819,7.1896180794959035,12.296010345744811,4.608141941088261,10.073712840598478,9.015389999999998,1.4,1.68,1.6500000000000001,2.52,1.4,1.5,2.0
5.0,11.182104693436727,7.260394560471707,8.119923368929324,8.113143194773265,10.182352906492481,4.966079018080988,9.500140000000002,1.1,1.68,1.6500000000000001,2.52,1.4,1.5,2.0
5.0,7.932398171314656,2.3071553526289694,1.6858651137463152,3.8471914279794293,8.119638480480218,7.472976155837161,5.434840000000001,1.1,0.72,1.35,2.52,1.4,1.5,2.0
5.0,7.61248005651115,3.3055641926558277,1.7054732312767504,4.803218061465147,5.861937798942291,1.4527781831255189,2.267144433845102,0.6,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
5.0,5.442102272271218,2.87609818494454,5.8918867155065024,1.7922473801778431,7.679523535179114,4.32961139248644,0.9372495524131361,0.8,1.32,0.8999999999999999,2.52,1.4,1.5,1.0
4.0,2.019229027889918,3.3742100307174328,3.0488381388588714,3.1621954076024883,3.2600232152953517,2.300651386424762,16.534729999999996,1.1,1.08,1.35,2.52,1.4,1.5,2.0
4.0,2.4673975040267426,1.6087332690237774,1.9308906913723276,2.840844518024695,10.896221395188734,3.208698430598734,11.334055294878628,1.1,1.32,2.0999999999999996,2.52,1.4,1.5,2.0
5.0,1.1618267747728426,3.9503655677092047,4.74890699154291,5.776493814247082,13.899381935248137,4.8905451695501965,8.975652004051206,1.4,1.08,1.35,2.52,1.4,1.5,2.0
4.0,2.8252185852351195,2.9358112092868187,2.4405082332001635,4.11739972704773,6.366792457074305,0.7874594674427587,3.6351992675170743,1.1,1.08,2.0999999999999996,2.52,1.4,1.5,1.0
6,13.371043827079339,4.323250476146093,,,14.65929819101158,15.917882541170718,-5.892880000000001,1.1,1.32,,,1.4,1.5,1
6,1.1543147022524485,,10.823428043738538,14.466988357357227,11.668329076421811,4.784949639891401,-4.077519012315031,1.4,,1.6500000000000001,2.52,1.4,1.5,1
7.0,0.6397123073326497,3.589424943794243,12.052027586545377,5.645484781242279,11.194020430740244,6.81261402515703,-3.187733841310761,1.4,1.68,1.6500000000000001,2.52,1.4,1.5,1.0
5.0,7.034926442200348,1.6079968951908332,8.387301712954516,7.089918648828785,1.6296542377811842,9.816282810439876,7.5228999999999875,1.1,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
8,9.922496828995913,1.5074925487505961,,,4.261293305328218,5.126228362845042,-2.801297273456126,1.1,1.68,,,1.4,1.5,1
5.0,3.3594910966081883,0.534373605589625,12.91478932050544,12.761969662575842,12.212912699031646,7.452291154827809,-15.832314509475559,1.1,1.68,1.6500000000000001,2.52,1.4,1.5,1.0
5.0,5.615557161401078,4.3913528572336125,1.1592901500382093,3.1338117892524413,1.2232335508887335,5.342013747204349,4.138060171600449,1.1,1.32,0.8999999999999999,2.52,1.4,1.5,2.0
6.0,3.0029347347412747,7.286268531049943,10.99289511975903,3.532881054152019,2.2840950595431577,9.874740663480532,6.852300000000001,1.1,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
6,0.954147237006156,5.3585697825089404,11.206853479670615,10.284851722374087,,7.135552271742241,5.130416171982377,1.1,1.68,2.0999999999999996,2.52,,1.5,2
6.0,4.700367069472444,1.064117300398581,2.7220578222181366,10.952629922901297,12.604449155440893,2.07834688011938,2.0593220363034748,1.1,1.32,1.6500000000000001,2.52,0.6,1.5,2.0
4.0,0.6757098887289223,2.963726354047935,1.758751367269787,12.585591526684428,7.499551083142402,1.138327700819733,0.48244800788180076,0.6,0.72,1.6500000000000001,2.52,1.4,1.5,1.0
5,2.5179132350440367,8.644795455557244,,13.584720820965437,10.935731963458922,1.3564278368830087,4.707131779355125,1.4,1.68,,2.52,1.4,1.5,2
6,7.358855478937607,7.100759543385497,,12.289861988132397,9.801111379660153,10.297029612142257,7.912959999999999,1.1,1.32,,2.52,1.4,1.5,2
4.0,8.859604933462808,8.254360892005261,2.0329481580745647,3.575635889000031,7.514750405940464,5.6630059739614245,10.731414946289696,0.9,1.08,2.0999999999999996,2.52,1.4,1.5,2.0
7.0,4.531790147980522,2.7419538018323397,8.1106432443863,3.973475969126548,4.58472092706576,4.676171290300552,5.884590000000003,1.4,1.32,2.0999999999999996,2.52,1.4,1.5,2.0
5.0,1.1989741930008277,3.3016319566677095,9.992711871581935,3.640775631194198,3.5093692951934603,2.6735227435699267,7.728873566121476,1.1,1.32,2.0999999999999996,2.52,1.4,1.5,2.0
6.0,4.806855238627332,5.799189905150041,4.612916596208095,3.1522658746288728,5.934863372100875,1.2152978854767416,8.419050701702776,0.9,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
5.0,1.6206322110773164,4.31380888456616,13.658270587051636,4.345376365947223,5.64420946501173,1.017302279377249,3.5858568475843153,1.4,0.72,2.0999999999999996,2.52,1.4,1.5,2.0
6.0,9.098157076533516,8.014450627047458,5.154729949350827,7.058732904929135,10.156238186539387,4.216530404413868,8.376859999999999,0.6,1.68,1.6500000000000001,2.52,1.4,1.5,2.0
6.0,2.1642859683695908,5.342584943608818,12.860702808689073,4.5177104101859715,6.509389441598311,10.600732056024412,6.283190000000001,1.1,1.32,0.8999999999999999,2.52,1.4,1.5,2.0
7.0,0.43178862237995047,8.703372741584655,5.268172545143696,6.97680775576487,8.545176051826791,15.081194387467539,-4.291354413928978,1.1,1.32,2.0999999999999996,2.52,1.4,1.5,1.0
5.0,2.731550858098934,8.977026712669293,11.090904770935971,2.552219854204127,1.999872412979562,6.823090123237355,4.9267800000000115,1.1,1.08,2.0999999999999996,2.52,1.4,1.5,2.0
5,,7.924296163751838,3.8882049959937874,3.432813478487179,7.852491506051384,4.942117825195829,6.338820000000004,,1.68,1.6500000000000001,2.52,1.4,1.5,2
5,3.294249680140248,7.047151483928079,4.586073839634112,,9.501982979977956,1.6754357995649591,11.747440000000012,0.8,1.32,0.8999999999999999,,1.4,1.5,2
9.0,9.917536477057299,4.852947564284341,2.1989002242789972,7.583374734800153,11.076027577652262,4.988956243866606,8.91421,0.9,1.68,1.6500000000000001,2.52,1.4,1.5,2.0
6.0,5.2478059626811975,2.322090680793937,14.547646724473312,6.364496932968355,14.772318918075838,3.740772249570466,8.64065,1.1,0.72,2.0999999999999996,2.52,1.4,1.5,2.0
6.0,4.583537139214347,4.151661977430655,1.3937718162712038,4.86088930946637,4.067350410934048,3.360156198227245,9.73015757628762,0.8,1.68,1.6500000000000001,2.52,1.4,1.5,2.0
7.0,2.627026988542802,4.327157264146242,9.480610716642833,8.166727218352753,6.996592421544971,3.6126614251836706,7.914000000000003,1.1,1.32,1.35,2.52,1.4,1.5,2.0
7,2.4613182958083772,1.6789821274341021,,9.987531725412126,11.278947169148195,2.741818916426056,8.47511,0.8,0.72,,2.52,1.4,1.5,2
7,7.288906433086443,2.7493819892160367,12.368160995715204,1.8629835933383612,,2.3788207429012957,4.008036604424648,1.4,1.68,2.0999999999999996,2.52,,1.5,2
7,1.1696274126238624,11.095300714074508,,8.13396356938418,2.075463813528165,3.3207202579929342,10.085439999999995,1.1,1.32,,2.52,1.4,1.5,2
6.0,1.4373197223115115,1.5010698276876908,3.823151335996795,1.4930860129622552,12.611295640186091,4.2835867301919635,2.713512285245278,0.6,0.96,1.6500000000000001,2.52,1.4,1.5,2.0
7.0,1.2383171525075594,6.357539657368916,6.48349871777951,8.257987775417796,11.588076647754173,7.841772981624456,5.910255997811846,1.1,1.32,0.8999999999999999,2.52,1.4,1.5,2.0
6.0,2.9322422549639855,6.916089033245503,3.8863171045296396,1.8782329817029049,2.931796150084736,6.236742621364347,2.882092534458195,0.6,1.68,1.35,2.52,1.4,1.5,1.0
7.0,4.214434201083765,3.7233242713880697,14.475641068565789,5.115296982970133,4.030281219200895,2.064058374083539,11.392750000000005,1.1,1.32,2.0999999999999996,2.52,1.4,1.5,2.0
6.0,8.58999304478908,6.855316162153534,2.603335766011828,8.037052707269263,12.5229392353957,7.5267609857843,10.257649999999998,1.4,0.72,2.0999999999999996,2.52,1.4,1.5,2.0
8,9.870751151614485,13.942377551641863,,,0.7881798942804207,4.305656982980886,-7.12307010034394,1.1,1.32,,,1.4,1.5,1
6.0,2.1302998713288446,4.100853271183065,5.459749668716839,7.764926147152903,12.021525511579663,2.936960203340405,7.570730000000001,1.4,1.08,1.2000000000000002,2.52,1.4,1.5,2.0
6.0,3.7652535771893025,3.8471888744401608,14.298139146725898,8.72624223627238,10.757454029525363,2.838603627868017,8.903469999999995,0.6,1.68,0.8999999999999999,2.52,1.4,1.5,2.0
7.0,1.9204492156712418,4.318884676537915,8.792527414301068,5.176003123924096,5.589350118702017,1.3804712203506608,8.622400026649254,1.4,1.32,2.0999999999999996,2.52,1.4,1.5,2.0
5.0,1.4274115762899675,8.615232392256313,13.559532917270703,7.14272989935263,9.662623586002232,3.6886555515439428,11.924810000000008,0.6,1.68,1.6500000000000001,2.52,1.4,1.5,2.0
6.0,2.7574723679499655,3.5286661751232664,2.8827731046851914,4.188491146375331,4.661609054603419,3.575832246477601,14.535140000000009,1.4,1.08,1.6500000000000001,2.52,1.4,1.5,2.0
6,7.970234679107671,,,1.187886075408168,11.80618119744178,13.492981866554153,-8.158378992416438,1.1,,,2.52,1.4,1.5,1
8.0,3.9278995762935254,3.0021403132112603,5.378640015383381,6.289057836090436,9.001195862200712,4.170340557830265,11.843310000000004,0.9,0.96,1.6500000000000001,2.52,1.4,1.5,2.0
7.0,2.5895221137646196,5.284845169705319,8.519930202431318,11.812918583601814,5.797102255833642,11.659026950114896,7.200750000000003,1.1,1.32,2.0999999999999996,2.52,1.4,1.5,2.0
8.0,0.6092443529709323,2.276996938403345,1.4618246626989864,2.2248036756127716,2.8006243613595916,2.8365074378099386,8.816083973325059,0.6,0.96,1.5,2.52,1.4,1.5,2.0
8.0,1.3590391310143042,2.19065143953999,2.395289649073613,3.296296928843049,13.294366144360811,4.434283904999802,3.061009999999996,1.1,1.32,1.6500000000000001,2.52,1.4,1.5,1.0
8.0,7.54955445245541,6.1082666257804865,7.143529031316389,7.6632724269068975,11.525213251573907,4.256890314629128,9.308069999999994,0.8,1.32,1.2000000000000002,2.52,1.4,1.5,2.0
6.0,3.4357887941378777,8.892889405059744,3.990614027381261,5.469475972966548,10.744504183013166,5.043762665200169,11.953529999999994,1.4,1.32,1.2000000000000002,2.52,1.4,1.5,2.0
8.0,1.4630906719731744,5.7103478178965545,4.739839425833548,4.612779022316553,5.566869056586556,4.037248276707807,10.185899999999997,1.4,1.32,2.0999999999999996,2.52,1.4,1.5,2.0
7,2.6822781254762718,4.430372545512782,4.675657488963917,,8.01345956553467,4.4914532602854536,11.910120000000006,1.4,1.32,0.8999999999999999,,1.4,1.5,2
8,7.671023902575173,4.849060729775139,7.893755550500398,,,4.975654194064539,5.730160000000003,0.9,1.68,1.35,,,1.5,2
7,5.63474270348204,5.155694445144794,13.801031335747709,3.1616655773861506,,6.2550901057384145,6.406209999999998,1.1,0.72,1.6500000000000001,2.52,,1.5,2
8.0,3.135353914884661,3.379194016364628,3.1017335942073254,7.695287500338151,9.063615766174177,6.749959845211169,10.407340000000001,1.1,1.68,2.0999999999999996,2.52,1.4,1.5,2.0
7.0,7.0971819815890935,10.148639454311198,3.2722354519313117,9.093256975623133,4.1764187687195165,6.2442706220125626,8.010759999999992,0.9,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
7,7.987562592046294,1.2697705256258442,,12.474547264455941,7.797768335413476,3.0479464946002692,2.20893618238492,1.1,1.32,,2.52,1.4,1.5,1
7,2.9677376846154084,6.552020785015417,,8.875583651089007,2.310541018325558,4.425315820221506,7.572979999999998,0.9,0.72,,2.52,1.4,1.5,2
10.0,1.6926811595221838,2.162463852975837,7.75938835438936,11.208061847047805,12.189610936180312,3.4050144523409114,12.943669999999996,1.1,0.72,1.6500000000000001,2.52,1.4,1.5,2.0
8.0,2.2551384019926326,5.3746633758558415,0.6006211484616386,14.601699130399194,11.536014574291066,1.2829790107725214,-5.754416781669135,1.4,1.32,2.0999999999999996,2.52,1.4,1.5,1.0
9.0,7.673239650678664,5.110526998688941,11.052611344676134,4.717150708771243,3.7565470121691025,7.464952100423178,7.97777,1.4,0.72,0.8999999999999999,2.52,1.4,1.5,2.0
7.0,4.829710831082325,1.5151587519346243,3.098529808955809,1.1358832762632305,7.405771743781257,8.28235587923272,-3.1466559516656427,1.1,1.68,2.0999999999999996,2.52,1.4,1.5,2.0
8.0,4.428811496367415,3.6203223149119084,10.893935987769664,7.580287421476825,3.2532753270470796,6.537331810411953,7.0161199999999955,1.1,1.32,1.6500000000000001,2.52,1.4,1.5,2.0
9,0.5151833131328626,4.476806983472675,5.928465252008092,11.897976399572249,,14.427118978080008,-4.544670239277115,1.1,1.68,1.6500000000000001,2.52,,1.5,1
