Time,data
116.600002332,1
187.50000375,2
258.050005161,3
328.50000657,4
399.00000798,5
469.700009394,6
540.50001081,7
612.800012256,8
683.600013672,9
754.400015088,10
822.900016458,11
895.750017915,12
966.600019332,13
1035.950020719,14
1107.100022142,15
1178.400023568,16
1249.200024984,17
1319.900026398,18
1390.700027814,19
1461.650029233,20
1532.150030643,21
1604.550032091,22
1673.50003347,23
1745.250034905,24
1814.650036293,25
1886.950037739,26
1956.300039126,27
2027.00004054,28
2097.650041953,29
