Time,data
230.400004608,1
399.050007981,2
569.050011381,3
755.550015111,4
939.200018784,5
1133.450022669,6
1301.300026026,7
1471.300029426,8
1643.750032875,9
1812.400036248,10
1996.900039938,11
2166.600043332,12
2336.200046724,13
2500.900050018,14
2660.100053202,15
2821.200056424,16
2980.700059614,17
3150.600063012,18
3318.750066375,19
3485.100069702,20
3652.600073052,21
3823.00007646,22
3992.200079844,23
4163.850083277,24
4323.800086476,25
4494.650089893,26
4661.600093232,27
4832.100096642,28
4993.550099871,29
