Time,data
146.50000293,1
223.600004472,2
297.600005952,3
374.100007482,4
448.100008962,5
523.600010472,6
598.600011972,7
674.600013492,8
751.650015033,9
825.150016503,10
900.100018002,11
975.100019502,12
1050.600021012,13
1125.650022513,14
1200.600024012,15
1277.150025543,16
1350.600027012,17
1425.700028514,18
1501.200030024,19
1576.700031534,20
1653.200033064,21
1728.750034575,22
1802.750036055,23
1879.250037585,24
1953.700039074,25
2029.700040594,26
2105.300042106,27
2180.800043616,28
2257.800045156,29
