episode,task_flag,nearest distance for adult,nearest distance for child,nearest distance for elder,nearest distance for forklift,nearest distance for servicerobot,nearest distance for random_wanderer,reward,safe distance adult,safe distance child,safe distance elder,safe distance forklift,safe distance servicerobot,safe distance random_wanderer,done_reason,vip_velocity,robot_velocity,vip_orientation,robot_orientation,vip_rho,robot_pos_x,robot_pos_y,vip_pos_x,vip_pos_y,ped_pos_x1,ped_pos_y1,ped_behavior1,ped_pos_x2,ped_pos_y2,ped_behavior2,ped_pos_x3,ped_pos_y3,ped_behavior3,ped_pos_x4,ped_pos_y4,ped_behavior4
1,0,13.381684702552192,8.08760480568035,,,7.009810930847621,,0,1.1,1.32,,,2.2399999999999998,,-1,-1,0.0,-1,1.0,-1,3.0,3.0,-1,-1,4.1667708659620635,11.002999265225883,3,22.589106065265597,2.854905603918691,3,18.887344492163535,16.288547829987415,3,6.465725152149661,9.093127149172911,11
1,0,13.324056212024491,8.025947005887051,,,6.940601215426798,,0.04883,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999692181939,-1,1.0190714597702026,-1,3.037821054458618,3.0589029788970947,-1,-1,4.173179508753507,11.004139697936273,3,22.584946230999805,2.856778678305742,3,18.88251211469657,16.284175026656097,3,6.471724455165504,9.09050746412303,11
1,0,13.210864435967185,7.904140531371518,,,6.80259345585808,,0.09761,1.1,1.32,,,2.2399999999999998,,-1,-1,0.7000000034910229,-1,0.9142714738845826,-1,3.1142749786376953,3.176126480102539,-1,-1,4.188733171455362,11.006897651038198,3,22.574851920823956,2.861323902201411,3,18.87078579809028,16.273564678227014,3,6.486280094825072,9.084159928051978,11
1,0,13.153174609834561,7.846264457961339,,,6.73425426209997,,0.14635,1.1,1.32,,,2.2399999999999998,,-1,-1,0.7000000111282044,-1,0.8618714809417723,-1,3.157000780105591,3.231574773788452,-1,-1,4.1978057414193355,11.008501607491597,3,22.568964450051837,2.8639748819746442,3,18.863946428963416,16.26737693036398,3,6.494768679612617,9.08046235311771,11
1,0,13.094928484607427,7.7906489324701,,,6.666607149871656,,0.19504,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999914578947,-1,0.8094714879989625,-1,3.2025721073150635,3.2847092151641846,-1,-1,4.207696223388807,11.010247144673333,3,22.562546545835666,2.866864692690684,3,18.85649078791275,16.2606324273399,3,6.504021540895895,9.076434565025718,11
1,0,12.977319253978626,7.686909058341914,,,6.534148355196742,,0.24368,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999965411612,-1,0.7046715021133423,-1,3.301743268966675,3.3834595680236816,-1,-1,4.229801288068062,11.014139693962692,3,22.548203464882253,2.8733229321850695,3,18.839827994756366,16.245562564212147,3,6.524699110099858,9.067441479837422,11
1,0,12.918244553683987,7.639128467102523,,,6.469719605333329,,0.29227000000000003,1.1,1.32,,,2.2399999999999998,,-1,-1,0.699999958408397,-1,0.6522715091705324,-1,3.3550710678100586,3.428804397583008,-1,-1,4.241954245925807,11.016275779095524,3,22.540318214974437,2.8768733522437713,3,18.83066702406546,16.237279689382,3,6.5360663595616675,9.062501294425129,11
1,0,12.8591902805055,7.594294076585114,,,6.406748117219259,,0.34081000000000006,1.1,1.32,,,2.2399999999999998,,-1,-1,0.699999974588202,-1,0.5998715162277222,-1,3.410700559616089,3.4712939262390137,-1,-1,4.254801768001693,11.018531544842109,3,22.531982451357965,2.8806265550009713,3,18.82098223820846,16.228525067416737,3,6.548082867916376,9.057281188044833,11
1,0,12.741769912218581,7.514082447838399,,,6.285947491786037,,0.38931000000000004,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999659401555,-1,0.4950715303421022,-1,3.5282483100891113,3.547248601913452,-1,-1,4.282470268905173,11.023382915163367,3,22.51403075189895,2.8887090549081074,3,18.800123724110183,16.20967622646035,3,6.573961021647651,9.046045738391747,11
1,0,12.613936376025586,7.443403357161877,,,6.171909669525768,,0.43776000000000004,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999795318305,-1,0.3902715444564819,-1,3.6530964374542236,3.610490083694458,-1,-1,4.297238861653475,11.025969439390582,3,22.504448725362526,2.8930230125358296,3,18.7889892341137,16.199617839413083,3,6.587773901888838,9.04005149770621,11
1,0,12.569809463518549,7.419497128175272,,,6.120460008196461,,0.48616000000000004,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999687326596,-1,0.3378715515136718,-1,3.7178328037261963,3.6371209621429443,-1,-1,4.328521530224559,11.03144289957094,3,22.484152059797875,2.9021602319670845,3,18.765402247931224,16.178317057766726,3,6.617032573197794,9.027359491988173,11
1,0,12.459922149517615,7.374973388405063,,,6.022767052204492,,0.53451,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999840883357,-1,0.2330715656280518,-1,3.8510422706604004,3.680037260055542,-1,-1,4.361978589356901,11.037290589792104,3,22.462444231522188,2.9119316528144257,3,18.74017304621191,16.155541297996525,3,6.6483260159530815,9.013790780180122,11
1,0,12.406924110359872,7.358552487381495,,,5.978236994446659,,0.58281,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999818195803,-1,0.18067157268524173,-1,3.91914963722229,3.696204900741577,-1,-1,4.379468595425893,11.040345501674183,3,22.451096044412125,2.917039354893908,3,18.726983334195367,16.143636743416867,3,6.6646855089560315,9.006699259913223,11
1,0,12.304268704014497,7.333822541615709,,,5.895379438583,,0.63107,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999891599894,-1,0.18971103429794314,-1,4.0568132400512695,3.721672534942627,-1,-1,4.415871220749159,11.046700209866993,3,22.427476129918755,2.9276692583849524,3,18.69952974162229,16.118861894075454,3,6.698736372498322,8.99194206193158,11
1,0,12.253345038562415,7.321652030825049,,,5.853957862401478,,0.67928,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999721012002,-1,0.13909918069839478,-1,4.1255574226379395,3.734872817993164,-1,-1,4.4347461149969165,11.04999351508367,3,22.41522885884389,2.9331803717915204,3,18.68529454038996,16.106016972687296,3,6.7163924801402075,8.984291486721093,11
1,0,12.204023547626981,7.313375109259519,,,5.815674762930497,,0.72744,1.1,1.32,,,2.2399999999999998,,-1,-1,0.7000000062112748,-1,0.08669918030500416,-1,4.194881439208984,3.7445783615112305,-1,-1,4.454046178827478,11.053360005976685,3,22.402705539457664,2.9388152396023903,3,18.670738601293213,16.09288310308938,3,6.73444668518963,8.976469158306779,11
1,0,12.156520910544533,7.309149676847529,,,5.780773161749298,,0.77555,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999815435589,-1,0.03429917991161348,-1,4.264618396759033,3.7506396770477295,-1,-1,4.473754401986916,11.056796746935952,3,22.389917214732527,2.9445688633703386,3,18.655874911740984,16.079471709692488,3,6.75288304788016,8.968481891371773,11
1,0,12.11101130259212,7.308996530722804,,,5.749385562845501,,0.82362,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999506551651,-1,-0.018100820481777195,-1,4.3345770835876465,3.753040075302124,-1,-1,4.4938544619600895,11.060300916606257,3,22.376874488147973,2.950436448310698,3,18.640715952241813,16.06579375388141,3,6.7716862571046,8.960336228452604,11
1,0,12.067666664554695,7.308996530722804,,,5.7216319083695915,,0.87164,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999794989922,-1,-0.07050082087516785,-1,4.404565811157227,3.7517731189727783,-1,-1,4.514330696081904,11.063869803046712,3,22.36358754166409,2.9564133955550536,3,18.625273714594208,16.0518597549931,3,6.7908416055616305,8.952038451425794,11
1,0,12.026657058330821,7.308996530722804,,,5.697619311904703,,0.9196099999999999,1.1,1.32,,,2.2399999999999998,,-1,-1,0.699999989615996,-1,-0.1229008212685585,-1,4.474391937255859,3.7468421459198,-1,-1,4.53516807468784,11.067500799206396,3,22.350066152933124,2.9624952946210827,3,18.609559719671175,16.037679809951737,3,6.810334965968676,8.943594592399949,11
1,0,11.988148444703107,7.308996530722804,,,5.677439985811092,,0.9675299999999999,1.1,1.32,,,2.2399999999999998,,-1,-1,0.6999999931678019,-1,-0.13737794756889343,-1,4.543863773345947,3.7382607460021973,-1,-1,4.556352175286977,11.071191398687553,3,22.336319711775552,2.9686779160984234,3,18.593585034796394,16.02326361166633,3,6.8301527682763945,8.935010444048716,11
