episode,task_flag,nearest distance for adult,nearest distance for child,nearest distance for elder,nearest distance for forklift,nearest distance for servicerobot,nearest distance for random_wanderer,reward,safe distance adult,safe distance child,safe distance elder,safe distance forklift,safe distance servicerobot,safe distance random_wanderer,done_reason,vip_velocity,robot_velocity,vip_orientation,robot_orientation,vip_rho,robot_pos_x,robot_pos_y,vip_pos_x,vip_pos_y,ped_pos_x1,ped_pos_y1,ped_behavior1,ped_pos_x2,ped_pos_y2,ped_behavior2,ped_pos_x3,ped_pos_y3,ped_behavior3,ped_pos_x4,ped_pos_y4,ped_behavior4,ped_pos_x5,ped_pos_y5,ped_behavior5,ped_pos_x6,ped_pos_y6,ped_behavior6,ped_pos_x7,ped_pos_y7,ped_behavior7,ped_pos_x8,ped_pos_y8,ped_behavior8,ped_pos_x9,ped_pos_y9,ped_behavior9
1,0,8.085792755350703,,7.00889847190118,14.947304629615342,,,0,0.6,,1.2000000000000002,2.52,,,-1,-1,0.0,-1,1.0,-1,3.0,3.0,-1,-1,4.161361208733288,11.001955050194388,6,22.571701271139435,2.862709006006299,3,18.877003692422416,16.27929359048392,3,6.457413593796574,9.096798260632326,11,12.428573439340552,2.9036144065867093,11,14.102594742788447,13.007712309410506,11,19.587865480617705,5.851670949864071,11,18.86534684033838,8.290679031537287,3,16.478704916136877,13.071183541028436,3
1,0,8.02212058533202,,6.93900515695848,14.872657492468807,,,0.04883,0.6,,1.2000000000000002,2.52,,,-1,-1,0.6999999692181939,-1,0.9734289050102236,-1,3.037821054458618,3.0589029788970947,-1,-1,4.161361208733288,11.001955050194388,6,22.56408178697161,2.8661175567798693,3,18.87081539394531,16.273747621224715,3,6.457413593796574,9.096798260632326,11,12.422804112409038,2.9045875435807607,11,14.091523952458584,13.009359909663425,11,19.58469132260458,5.851873016839836,11,18.855961959223443,8.2883141386323,3,16.48477607942758,13.063886089529685,3
1,0,8.02212058533202,,6.93900515695848,14.86510752733515,,,0.01883,0.6,,1.2000000000000002,2.52,,,-1,-1,0.0,-1,0.9210289120674136,-1,3.037821054458618,3.0589029788970947,-1,-1,4.161361208733288,11.001955050194388,6,22.555673490896936,2.8698722135054653,3,18.863986477806222,16.267637069745458,3,6.457413593796574,9.096798260632326,11,12.416437254935802,2.9056614665843155,11,14.07969699476128,13.011209119596412,11,19.581109898612734,5.852071180430603,11,18.845700558195514,8.285683427713055,3,16.491111726670542,13.055810678354542,3
1,0,7.961075905865778,,6.8696432625108805,14.788400678934522,,,0.06756999999999999,0.6,,1.2000000000000002,2.52,,,-1,-1,0.6999999982302603,-1,0.8686289191246035,-1,3.0801711082458496,3.1146388053894043,-1,-1,4.161361208733288,11.001955050194388,6,22.54650807441374,2.873956783912087,3,18.856542113811997,16.260985456519307,3,6.457413593796574,9.096798260632326,11,12.409496765849196,2.906832143085588,11,14.067163263489197,13.013264872745024,11,19.5771240351677,5.852281455126926,11,18.834613763877663,8.28277155076951,3,16.49769395361617,13.046977742657724,3
1,0,7.902079039212586,,6.800892240407661,14.710743781130356,,,0.11625999999999999,0.6,,1.2000000000000002,2.52,,,-1,-1,0.7000000084556706,-1,0.8162289261817932,-1,3.1253821849823,3.1680798530578613,-1,-1,4.161361208733288,11.001955050194388,6,22.536615975549154,2.8783555823127975,3,18.848506421623494,16.25381495788396,3,6.457413593796574,9.096798260632326,11,12.402005587486316,2.908095701686939,11,14.053959991964978,13.015524684626662,11,19.57274056562612,5.852520829064274,11,18.822745333762544,8.279563822035115,3,16.50451659858965,13.037414832589683,3
1,0,7.845339825562704,,6.732962269951778,14.632346866516748,,,0.1649,0.6,,1.2000000000000002,2.52,,,-1,-1,0.6999999762962826,-1,0.763828933238983,-1,3.173330307006836,3.2190794944763184,-1,-1,4.161361208733288,11.001955050194388,6,22.526026432438098,2.8830534417295226,3,18.839902562284134,16.24614652192358,3,6.457413593796574,9.096798260632326,11,12.39398574385416,2.9094484257828235,11,14.040117792290763,13.017982727580476,11,19.567968949713826,5.852806941727726,11,18.810133220472725,8.276046692434107,3,16.51157942464893,13.027152342019754,3
1,0,7.7910647137627365,,6.66606749367831,14.553421242689499,,,0.21348999999999999,0.6,,1.2000000000000002,2.52,,,-1,-1,0.7000000118333553,-1,0.7114289402961732,-1,3.223883867263794,3.267498016357422,-1,-1,4.161361208733288,11.001955050194388,6,22.51476753487162,2.888035726169782,3,18.830752814415202,16.237999959682476,3,6.457413593796574,9.096798260632326,11,12.385458377283213,2.9108867474550704,11,14.025663731033784,13.02063195585703,11,19.562820190434785,5.8531579371663085,11,18.796810947016393,8.272207900156479,3,16.518884821526505,13.016221214831521,3
1,0,7.690711443272776,,6.536258741880121,14.39484425307683,,,0.26203,0.6,,1.2000000000000002,2.52,,,-1,-1,0.6999999996801455,-1,0.606628954410553,-1,3.332244873046875,3.3560667037963867,-1,-1,4.161361208733288,11.001955050194388,6,22.49034858646531,2.8987977611821245,3,18.810900709561242,16.220346496320648,3,6.457413593796574,9.096798260632326,11,12.366961445216509,2.914006619825196,11,13.995018740386374,13.026474891888597,11,19.551438163766868,5.85412903536149,11,18.768154786027313,8.263522588907787,3,16.534236823956622,12.992473815461057,3
1,0,7.645019862117519,,6.473787921670508,14.315629491178235,,,0.31053,0.6,,1.2000000000000002,2.52,,,-1,-1,0.6999999902395702,-1,0.5542289614677431,-1,3.3897550106048584,3.3959736824035645,-1,-1,4.161361208733288,11.001955050194388,6,22.477239403245246,2.9045510177191147,3,18.800238981264318,16.21087424509597,3,6.457413593796574,9.096798260632326,11,12.357030064244686,2.9156817254931204,11,13.978874034618933,13.029654496295793,11,19.545228078987243,5.854786877901042,11,18.75287551535365,8.258657627812465,3,16.542290159737153,12.97971544577112,3
1,0,7.602562904639149,,6.413236945893233,14.236758736570403,,,0.35897999999999997,0.6,,1.2000000000000002,2.52,,,-1,-1,0.7000000134860498,-1,0.5018289685249331,-1,3.4492764472961426,3.432813882827759,-1,-1,4.161361208733288,11.001955050194388,6,22.46356268563589,2.910535739848445,3,18.78911268197955,16.200993319728568,3,6.457413593796574,9.096798260632326,11,12.346667592354377,2.9174295276742757,11,13.96221033885668,13.032997230816042,11,19.538686415343975,5.855584671870059,11,18.736996743451776,8.253433978177231,3,16.55059897686303,12.966404106466566,3
1,0,7.56351273665253,,6.3548294905264076,14.158455664533262,,,0.40737999999999996,0.6,,1.2000000000000002,2.52,,,-1,-1,0.6999999694800111,-1,0.5086358785629271,-1,3.510645627975464,3.4664859771728516,-1,-1,4.161361208733288,11.001955050194388,6,22.449341465773042,2.916740153227277,3,18.777540347912243,16.190719014057958,3,6.457413593796574,9.096798260632326,11,12.33589126081766,2.919247116290786,11,13.945048402680811,13.036496715922071,11,19.531822899516943,5.8565407909125735,11,18.720543852055705,8.24784506767511,3,16.55916563544883,12.952566086954326,3
1,0,7.52451344965563,,6.296393468703033,14.079857087352389,,,0.45572999999999997,0.6,,1.2000000000000002,2.52,,,-1,-1,0.6999999761413443,-1,0.45623588562011735,-1,3.571784257888794,3.500575065612793,-1,-1,4.161361208733288,11.001955050194388,6,22.434597881291698,2.92315309192701,3,18.765539834828235,16.180065936375538,3,6.457413593796574,9.096798260632326,11,12.324717608788385,2.921131697097499,11,13.92740814555323,13.040146832600083,11,19.524646191844038,5.857672906534736,11,18.70354212154153,8.241885335787874,3,16.56799198810924,12.938226666484727,3
1,0,7.4548370074389005,,6.185018728609809,13.924328093730585,,,0.50403,0.6,,1.2000000000000002,2.52,,,-1,-1,0.7000000010937601,-1,0.43366551399230974,-1,3.6978087425231934,3.561544179916382,-1,-1,4.161361208733288,11.001955050194388,6,22.40362788903056,2.9365629480158906,3,18.74032237053055,16.157678837509017,3,6.457413593796574,9.096798260632326,11,12.301241201738696,2.925091209279675,11,13.890768415895497,13.047875713173102,11,19.50938232565869,5.860530612834245,11,18.667993487194863,8.228836206591689,3,16.586428666749825,12.908139897202059,3
