Time,data
379.00000758,1
479.00000958,2
664.050013281,3
737.150014743,4
823.700016474,5
911.00001822,6
999.150019983,7
1181.200023624,8
1269.900025398,9
1358.450027169,10
1453.50002907,11
1640.600032812,12
1720.450034409,13
1903.200038064,14
1988.650039773,15
2078.400041568,16
2163.400043268,17
2249.450044989,18
2343.400046868,19
2428.150048563,20
2519.700050394,21
2666.450053329,22
2735.050054701,23
2824.200056484,24
2933.150058663,25
3012.350060247,26
3087.750061755,27
3180.300063606,28
3269.550065391,29
3331.00006662,30
3410.850068217,31
3532.300070646,32
3651.150073023,33
3713.550074271,34
3766.400075328,35
