Time,data
146.550002931,1
212.600004252,2
280.350005607,3
350.700007014,4
422.400008448,5
489.900009798,6
558.800011176,7
629.350012587,8
696.800013936,9
770.50001541,10
844.400016888,11
916.750018335,12
984.550019691,13
1054.700021094,14
1124.100022482,15
1192.350023847,16
1261.600025232,17
1333.400026668,18
1400.750028015,19
1474.00002948,20
1545.300030906,21
1614.650032293,22
1682.450033649,23
1751.50003503,24
1819.300036386,25
1894.300037886,26
1960.850039217,27
2033.900040678,28
2103.300042066,29
