Time,data
171.00000342,1
297.750005955,2
448.950008979,3
599.200011984,4
750.50001501,5
898.350017967,6
1057.650021153,7
1275.0000255,8
1420.100028402,9
1575.950031519,10
1723.200034464,11
1872.50003745,12
2003.250040065,13
2158.50004317,14
2314.350046287,15
2444.600048892,16
2594.400051888,17
2750.100055002,18
2902.350058047,19
3054.700061094,20
3205.50006411,21
3319.50006639,22
3497.350069947,23
3626.00007252,24
3776.300075526,25
3931.00007862,26
4074.300081486,27
4226.50008453,28
4384.250087685,29
