Time,data
253.800005076,1
424.50000849,2
628.200012564,3
811.00001622,4
984.300019686,5
1169.00002338,6
1335.200026704,7
1500.050030001,8
1667.900033358,9
1918.800038376,10
2101.600042032,11
2284.50004569,12
2467.300049346,13
2712.300054246,14
2922.550058451,15
3090.250061805,16
3257.900065158,17
3428.600068572,18
3633.800072676,19
3837.00007674,20
4023.200080464,21
4229.300084586,22
4455.700089114,23
4682.100093642,24
4905.50009811,25
5113.50010227,26
5337.700106754,27
5502.00011004,28
5715.100114302,29
5882.50011765,30
6066.250121325,31
6236.700124734,32
6421.600128432,33
6597.400131948,34
6766.850135337,35
6981.200139624,36
7166.050143321,37
7331.150146623,38
7501.900150038,39
7703.750154075,40
7862.00015724,41
8044.850160897,42
8250.300165006,43
8417.600168352,44
8587.350171747,45
8808.600176172,46
8979.400179588,47
9147.300182946,48
9370.050187401,49
