#{"t_start": 1614212011.7333984, "env_id": null}
r,l,t,done_reason,is_success
15.2213,239,68176.850827,2,1
0.08532,651,68183.435859,0,0
15.17887,149,68184.975692,2,1
0.63082,651,68191.563725,0,0
15.30572,209,68193.703573,2,1
15.00418,176,68195.513398,2,1
15.81827,549,68201.085418,2,1
15.09684,117,68202.310589,2,1
15.12408,172,68204.095431,2,1
17.4202,568,68209.872431,2,1
0.58002,651,68216.447777,0,0
1.29791,651,68223.025398,0,0
0.86368,651,68229.6738,0,0
15.5766,308,68232.814551,2,1
3.21831,651,68239.440065,0,0
-2.7803,651,68246.019896,0,0
15.32172,214,68248.209891,2,1
15.49927,184,68250.099845,2,1
14.99487,87,68251.023853,2,1
15.30242,221,68253.294056,2,1
0.00291,651,68259.864512,0,0
0.00495,651,68266.434247,0,0
0.36531,651,68273.014135,0,0
0.17248,651,68279.579394,0,0
15.39581,218,68281.80417,2,1
0.01996,651,68288.373445,0,0
15.07668,27,68288.688193,2,1
0.23807,651,68295.258341,0,0
15.24208,112,69841.445743,2,1
15.22574,227,69843.766171,2,1
15.83954,439,69848.234356,2,1
15.73319,283,69851.153396,2,1
-23.71195,150,69852.703511,1,0
15.65086,318,69855.939453,2,1
15.26659,147,69857.463423,2,1
15.40916,176,69859.29295,2,1
15.37409,167,69861.012575,2,1
15.76067,298,69864.053395,2,1
15.71367,327,69867.39235,2,1
15.77081,335,69870.827534,2,1
15.71681,293,69873.812282,2,1
15.23172,145,69875.312062,2,1
15.19573,108,69876.438222,2,1
-0.03592,651,69883.002706,0,0
15.12896,58,69883.627679,2,1
15.58702,224,69885.922402,2,1
-0.01074,651,69892.504907,0,0
15.3852,329,69895.858916,2,1
15.81471,419,69900.110253,2,1
-0.00846,651,69906.664769,0,0
15.11648,57,69907.289838,2,1
15.97198,349,69910.840819,2,1
15.80412,293,69913.842272,2,1
16.19133,381,69917.716585,2,1
15.49937,213,69919.896568,2,1
15.19931,89,69920.831322,2,1
15.2639,131,69922.192285,2,1
15.54836,229,69924.536643,2,1
15.36476,162,69926.271986,2,1
15.36649,194,69928.261344,2,1
15.30622,129,69929.601275,2,1
15.25705,165,69931.301424,2,1
15.46278,167,69933.026767,2,1
15.68631,284,69935.931565,2,1
15.40098,163,69937.611691,2,1
0.46407,651,69944.197089,0,0
15.35117,264,69946.897356,2,1
-20.51461,231,69949.261656,1,0
15.14676,129,71494.779675,2,1
15.24526,116,71495.999742,2,1
15.37875,166,71497.744864,2,1
14.07498,393,71501.734616,2,1
15.14503,164,71503.424617,2,1
15.45147,141,71504.879568,2,1
15.75873,291,71507.849662,2,1
14.53866,409,71511.994714,2,1
15.28025,149,71513.529384,2,1
16.50385,387,71517.464669,2,1
15.48002,215,71519.665293,2,1
15.13891,81,71520.519612,2,1
15.55428,188,71522.454445,2,1
0.04683,651,71529.02539,0,0
14.81213,456,71533.64477,2,1
15.84833,291,71536.609697,2,1
15.88398,339,71540.074681,2,1
15.85339,265,71542.772349,2,1
15.50458,202,71544.837363,2,1
16.03633,361,71548.52289,2,1
0.13796,651,71555.092479,0,0
17.85162,289,71558.048138,2,1
15.47085,180,71559.897216,2,1
0.00651,651,71566.483355,0,0
15.69438,243,71568.967435,2,1
-21.04774,177,71570.782253,1,0
15.35005,159,71572.423323,2,1
14.50081,235,71574.827851,2,1
15.08297,76,71575.637396,2,1
15.24868,138,71577.072069,2,1
15.30582,146,71578.582098,2,1
15.31864,160,71580.232104,2,1
15.3107,144,71581.72801,2,1
16.16716,379,71585.595645,2,1
12.08233,330,71588.960588,2,1
15.81248,281,71591.826,2,1
15.85516,289,71594.790678,2,1
0.55749,651,71601.366169,0,0
15.48645,152,71602.946049,2,1
16.00289,342,71606.420781,2,1
