Time,data
168.250003365,1
255.650005113,2
367.600007352,3
504.550010091,4
613.250012265,5
700.250014005,6
820.50001641,7
928.900018578,8
1032.800020656,9
1142.800022856,10
1251.50002503,11
1387.700027754,12
1502.650030053,13
1605.250032105,14
1703.700034074,15
1809.300036186,16
1927.150038543,17
2032.700040654,18
2139.600042792,19
2242.650044853,20
2356.250047125,21
2488.400049768,22
2591.950051839,23
2694.900053898,24
2798.50005597,25
2906.550058131,26
3013.300060266,27
3126.350062527,28
3233.950064679,29
