Time,data
79.950001599,1
603.300012066,2
617.400012348,3
699.800013996,4
1063.900021278,5
1269.200025384,6
1340.950026819,7
1415.550028311,8
1419.00002838,9
1484.650029693,10
1626.900032538,11
1699.400033988,12
1708.250034165,13
1798.00003596,14
1886.300037726,15
1972.400039448,16
2051.700041034,17
2137.700042754,18
2218.200044364,19
2306.200046124,20
2559.00005118,21
2582.100051642,22
2668.600053372,23
2945.050058901,24
3036.950060739,25
3044.800060896,26
3060.50006121,27
3154.350063087,28
