Time,data
72.550001451,1
108.550002171,2
125.600002512,3
178.850003577,4
232.150004643,5
285.450005709,6
321.350006427,7
338.50000677,8
391.750007835,9
445.050008901,10
498.050009961,11
551.300011026,12
604.50001209,13
657.950013159,14
711.350014227,15
764.200015284,16
817.150016343,17
853.200017064,18
870.300017406,19
923.850018477,20
977.00001954,21
1030.300020606,22
1083.150021663,23
1136.600022732,24
1189.650023793,25
1243.150024863,26
1296.350025927,27
1349.950026999,28
1403.300028066,29
1456.300029126,30
1509.700030194,31
1562.700031254,32
1615.900032318,33
