Time,data
1614517448.9025912,0
1614517487.4937022,1
1614517523.0065465,2
1614517558.325874,3
1614517593.8290236,4
1614517629.1710157,5
1614517664.6754887,6
1614517700.3416555,7
1614517735.2773952,8
1614517770.8102314,9
1614517806.303268,10
1614517841.638302,11
1614517876.6302252,12
1614517911.635532,13
1614517947.6332023,14
1614517982.9335535,15
1614518017.7270339,16
1614518053.2275338,17
1614518088.011096,18
1614518123.1768603,19
1614518158.3412218,20
1614518193.8570936,21
1614518228.809548,22
1614518264.4957528,23
1614518299.45663,24
1614518334.78959,25
1614518370.4747713,26
1614518405.4454694,27
1614518441.2656155,28
1614518476.5584395,29
