Time,data
192.400003848,1
355.350007107,2
546.950010939,3
709.550014191,4
909.150018183,5
1069.850021397,6
1242.900024858,7
1413.900028278,8
1575.700031514,9
1734.300034686,10
1906.350038127,11
2065.900041318,12
2227.950044559,13
2434.450048689,14
2596.450051929,15
2774.550055491,16
2938.550058771,17
3173.050063461,18
3368.550067371,19
3554.050071081,20
3754.100075082,21
3957.650079153,22
4129.150082583,23
4291.750085835,24
4454.800089096,25
4623.350092467,26
4830.850096617,27
5030.600100612,28
5205.650104113,29
