Time,data
78.100001562,1
92.650001853,2
130.800002616,3
182.650003653,4
200.50000401,5
227.800004556,6
277.800005556,7
295.700005914,8
307.050006141,9
415.750008315,10
537.700010754,11
548.200010964,12
603.100012062,13
668.800013376,14
677.50001355,15
703.00001406,16
740.450014809,17
791.50001583,18
811.050016221,19
815.150016303,20
850.50001701,21
892.900017858,22
953.550019071,23
968.800019376,24
971.050019421,25
982.100019642,26
1046.300020926,27
1126.550022531,28
1183.650023673,29
1249.550024991,30
1304.250026085,31
1328.900026578,32
1444.450028889,33
1471.250029425,34
1516.900030338,35
1604.100032082,36
1636.50003273,37
1654.100033082,38
1664.950033299,39
1679.150033583,40
1777.150035543,41
1887.850037757,42
1905.900038118,43
1915.900038318,44
1931.450038629,45
2007.150040143,46
2056.200041124,47
2147.800042956,48
2154.750043095,49
2170.450043409,50
2193.650043873,51
2212.050044241,52
2299.800045996,53
2404.200048084,54
2444.800048896,55
2457.450049149,56
2497.100049942,57
2546.200050924,58
2554.050051081,59
2570.250051405,60
2592.650051853,61
2608.200052164,62
2627.850052557,63
2712.00005424,64
2731.800054636,65
2758.100055162,66
2777.800055556,67
2783.100055662,68
2817.400056348,69
2868.600057372,70
2907.00005814,71
2940.750058815,72
2947.400058948,73
2955.850059117,74
2987.300059746,75
3009.800060196,76
3021.00006042,77
3035.900060718,78
3142.850062857,79
3255.100065102,80
3309.450066189,81
3346.300066926,82
3389.600067792,83
3397.50006795,84
3436.50006873,85
3474.850069497,86
3516.600070332,87
3531.750070635,88
3584.350071687,89
3653.400073068,90
3705.950074119,91
3748.300074966,92
3782.550075651,93
3903.350078067,94
3943.150078863,95
3992.800079856,96
4049.900080998,97
4089.50008179,98
4106.350082127,99
4217.450084349,100
