Time,data
138.700002774,1
194.100003882,2
247.150004943,3
300.600006012,4
354.550007091,5
409.400008188,6
463.400009268,7
517.600010352,8
571.400011428,9
626.200012524,10
680.450013609,11
734.00001468,12
788.200015764,13
842.00001684,14
896.100017922,15
949.950018999,16
1004.700020094,17
1058.600021172,18
1112.700022254,19
1166.800023336,20
1220.50002441,21
1274.600025492,22
1329.200026584,23
1382.900027658,24
1436.700028734,25
1491.250029825,26
1545.200030904,27
1599.300031986,28
1653.400033068,29
