Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
52.800001056,1,52,500001050,map,9.164051987829154,8.796322761530877,0.0,0.0,0.0,0.0,0.0
55.800001116,2,55,500001110,map,9.977665913387268,8.432545449792714,0.0,0.0,0.0,0.0,0.0
58.800001176,3,58,550001171,map,10.82770728803623,8.048033533789884,0.0,0.0,0.0,0.0,0.0
61.800001236,4,61,600001232,map,11.643683023968858,7.676838113971418,0.0,0.0,0.0,0.0,0.0
64.800001296,5,64,700001294,map,12.477520784055852,7.203642902906603,0.0,0.0,0.0,0.0,0.0
67.800001356,6,67,750001355,map,13.03958635155875,6.572144860533703,0.0,0.0,0.0,0.0,0.0
71.300001426,7,70,850001417,map,13.837803211160947,6.038457199405733,0.0,0.0,0.0,0.0,0.0
74.300001486,8,73,950001479,map,14.5995428822038,5.5623338952905685,0.0,0.0,0.0,0.0,0.0
77.300001546,9,77,50001541,map,15.437471920066006,5.10952159396907,0.0,0.0,0.0,0.0,0.0
80.300001606,10,80,100001602,map,16.23823922922695,4.699691679090955,0.0,0.0,0.0,0.0,0.0
83.300001666,11,83,200001664,map,17.069994121797315,4.271113070751214,0.0,0.0,0.0,0.0,0.0
86.300001726,12,86,250001725,map,17.894996076307223,3.843193174375428,0.0,0.0,0.0,0.0,0.0
89.800001796,13,89,300001786,map,18.691619596511813,3.426244940563647,0.0,0.0,0.0,0.0,0.0
92.800001856,14,92,400001848,map,19.512380815219856,2.9914272998693154,0.0,0.0,0.0,0.0,0.0
95.800001916,15,95,400001908,map,20.30341559635071,2.5651673990396793,0.0,0.0,0.0,0.0,0.0
98.800001976,16,98,500001970,map,21.11600090622536,2.1172144860102273,0.0,0.0,0.0,0.0,0.0
101.800002036,17,101,600002032,map,21.921232930991806,1.6579163748887904,0.0,0.0,0.0,0.0,0.0
104.800002096,18,104,700002094,map,22.709510402739596,1.1841105618197973,0.0,0.0,0.0,0.0,0.0
107.800002156,19,107,750002155,map,22.999604889941132,1.0003737492970841,0.0,0.0,0.0,0.0,0.0
111.300002226,20,110,850002217,map,22.998993705939434,1.000816228702629,0.0,0.0,0.0,0.0,0.0
114.300002286,21,113,900002278,map,22.989724862072357,1.0082204938014154,0.0,0.0,0.0,0.0,0.0
117.300002346,22,116,950002339,map,22.998025022464063,1.002031675660241,0.0,0.0,0.0,0.0,0.0
121.800002436,23,121,300002426,map,1.9301136176735838,9.876549450032096,0.0,0.0,0.0,0.0,0.0
124.800002496,24,124,350002487,map,1.7903414799839996,10.706997818130684,0.0,0.0,0.0,0.0,0.0
127.800002556,25,127,400002548,map,3.642041528151362,9.366757446673823,0.0,0.0,0.0,0.0,0.0
130.800002616,26,130,500002610,map,4.459306819242504,9.459840841405804,0.0,0.0,0.0,0.0,0.0
133.800002676,27,133,500002670,map,4.43871958539042,10.202312447152075,0.0,0.0,0.0,0.0,0.0
136.800002736,28,136,600002732,map,5.178186528834811,10.339182390245625,0.0,0.0,0.0,0.0,0.0
139.800002796,29,139,650002793,map,5.923479861304392,9.891799898092213,0.0,0.0,0.0,0.0,0.0
142.800002856,30,142,700002854,map,6.751710831817166,9.39634152671838,0.0,0.0,0.0,0.0,0.0
145.800002916,31,145,750002915,map,7.518274860404789,8.938351460394577,0.0,0.0,0.0,0.0,0.0
148.800002976,32,148,800002976,map,8.296091547028672,8.475865754413018,0.0,0.0,0.0,0.0,0.0
152.300003046,33,151,850003037,map,9.094902152971379,8.002176651466192,0.0,0.0,0.0,0.0,0.0
155.300003106,34,154,900003098,map,9.868599277429363,7.5452306462251055,0.0,0.0,0.0,0.0,0.0
158.300003166,35,157,950003159,map,10.686793851676619,7.120027487428408,0.0,0.0,0.0,0.0,0.0
161.300003226,36,161,3220,map,11.507936041243688,6.737556817482511,0.0,0.0,0.0,0.0,0.0
164.300003286,37,164,50003281,map,12.323259531619453,6.357140958759635,0.0,0.0,0.0,0.0,0.0
167.300003346,38,167,100003342,map,13.18702748000923,5.953214656301362,0.0,0.0,0.0,0.0,0.0
170.300003406,39,170,150003403,map,14.006638003350474,5.567822387295676,0.0,0.0,0.0,0.0,0.0
173.300003466,40,173,200003464,map,14.793052843718346,5.196806665914703,0.0,0.0,0.0,0.0,0.0
176.300003526,41,176,250003525,map,15.659898924820975,4.785690643162234,0.0,0.0,0.0,0.0,0.0
179.800003596,42,179,300003586,map,16.47146427885684,4.39826076167685,0.0,0.0,0.0,0.0,0.0
182.800003656,43,182,350003647,map,17.303361007716354,3.998281557687287,0.0,0.0,0.0,0.0,0.0
185.800003716,44,185,400003708,map,18.117095020486385,3.6023292836041234,0.0,0.0,0.0,0.0,0.0
188.800003776,45,188,400003768,map,18.944810143883373,3.194956945051607,0.0,0.0,0.0,0.0,0.0
191.800003836,46,191,450003829,map,19.753000561887784,2.7895118984460225,0.0,0.0,0.0,0.0,0.0
194.800003896,47,194,500003890,map,20.546387072946246,2.382915302957176,0.0,0.0,0.0,0.0,0.0
197.800003956,48,197,550003951,map,21.36494371876916,1.9489194200106015,0.0,0.0,0.0,0.0,0.0
200.800004016,49,200,600004012,map,22.152226541672782,1.5106601219240312,0.0,0.0,0.0,0.0,0.0
203.800004076,50,203,650004073,map,22.943418719785612,1.0361694844521696,0.0,0.0,0.0,0.0,0.0
206.800004136,51,206,700004134,map,22.998459514892716,1.0013495924588884,0.0,0.0,0.0,0.0,0.0
209.800004196,52,209,700004194,map,22.996814812742834,1.0026217204907086,0.0,0.0,0.0,0.0,0.0
212.800004256,53,212,750004255,map,22.9995584864101,1.0006679965084708,0.0,0.0,0.0,0.0,0.0
216.300004326,54,215,800004316,map,22.99806570441727,1.0021921110233745,0.0,0.0,0.0,0.0,0.0
219.800004396,55,219,500004390,map,1.9359794988381713,9.892629867674206,0.0,0.0,0.0,0.0,0.0
222.800004456,56,222,550004451,map,2.7104178571189017,9.530886941120595,0.0,0.0,0.0,0.0,0.0
225.800004516,57,225,600004512,map,3.5682957744573316,9.273575591959911,0.0,0.0,0.0,0.0,0.0
228.800004576,58,228,650004573,map,4.239494935569432,9.403383685230494,0.0,0.0,0.0,0.0,0.0
231.800004636,59,231,700004634,map,4.112888718564891,10.119571820393924,0.0,0.0,0.0,0.0,0.0
234.800004696,60,234,800004696,map,4.233669285023971,10.756224687755264,0.0,0.0,0.0,0.0,0.0
238.300004766,61,237,800004756,map,5.0836930226141535,10.490758026145592,0.0,0.0,0.0,0.0,0.0
