Time,data
70.200001404,1
246.150004923,2
296.200005924,3
436.00000872,4
485.750009715,5
623.850012477,6
787.800015756,7
837.300016746,8
976.450019529,9
1146.700022934,10
1312.50002625,11
1476.400029528,12
1525.200030504,13
1662.800033256,14
1712.00003424,15
1846.300036926,16
1896.50003793,17
2036.950040739,18
2085.950041719,19
2223.100044462,20
2273.800045476,21
2410.700048214,22
2460.700049214,23
2599.700051994,24
2781.100055622,25
2834.400056688,26
2967.400059348,27
3016.800060336,28
3157.300063146,29
3207.100064142,30
3353.00006706,31
3402.00006804,32
3537.600070752,33
3589.050071781,34
3725.300074506,35
3774.250075485,36
3909.600078192,37
3959.100079182,38
4097.300081946,39
4146.300082926,40
4286.250085725,41
4468.200089364,42
4651.850093037,43
4683.900093678,44
4717.550094351,45
4854.350097087,46
4904.450098089,47
5043.300100866,48
5092.300101846,49
5228.300104566,50
5392.400107848,51
5441.700108834,52
