Time,data
147.100002942,1
274.400005488,2
417.800008356,3
548.650010973,4
676.400013528,5
804.700016094,6
932.700018654,7
1061.650021233,8
1185.0000237,9
1312.200026244,10
1438.700028774,11
1567.100031342,12
1710.900034218,13
1837.350036747,14
1966.600039332,15
2097.100041942,16
2240.0000448,17
2366.800047336,18
2494.950049899,19
2621.800052436,20
2751.750055035,21
2878.700057574,22
3007.300060146,23
3130.600062612,24
3258.950065179,25
3388.700067774,26
3517.200070344,27
3641.50007283,28
3768.50007537,29
