World, EntropyRatio, MapSize, OccupancyRatio, NumObs_Cv2, AngleInfo_mean, distance_norm, distance_var, distance_avg
e0ae5a13-8f51-4dd7-8958-13b8380cdd92,0.03710223711771512,7290.0,0.1817558299039781,53,280.62992125984255,0.5,1e-05,0.01211
551d93c9-7ce4-499a-857a-733861390e14,0.019887964492278844,4674.0,0.2931108258451005,34,261.8181818181818,0.6,1e-05,0.01742
34e31785-6d7a-44cd-96ae-5849f8b11f94,0.0346143992563778,6955.0,0.22242990654205608,45,83.07692307692308,0.6,1e-05,0.0129
df535bc6-ffa1-4d73-b4a0-5313512800ec,0.03247021469220749,8092.0,0.43592436974789917,13,138.46153846153845,0.5,0.0,0.01028
8363a16a-752f-4698-a4e9-f1f7f8b8d303,0.023276282016810465,4085.0,0.3041615667074663,30,192.0,0.5,1e-05,0.0147
ef2fbb50-9bb6-48c9-bcd4-7ef4114a17bd,0.020791484767204348,4800.0,0.28552083333333333,31,274.90909090909093,0.6,1e-05,0.01705
504dfd7c-d4aa-4928-bf44-88aef61ca37d,0.02788095239663361,5123.0,0.23716572320905716,46,62.608695652173914,0.5,1e-05,0.01567
98cd02a5-efde-4772-a8aa-8ec028d22563,0.03081686519399373,6363.5,0.4763887797595663,16,304.61538461538464,0.8,2e-05,0.02014
2010920a-2926-4358-8526-9f3150520b01,0.03395238206218569,6486.0,0.2092198581560284,56,165.51724137931035,0.5,1e-05,0.01959
cd65fba8-60d1-4497-a196-bb8a58e8b7a8,0.04986615463617532,10877.0,0.09924611565689068,57,270.96774193548384,0.5,1e-05,0.01474
e6f4e8f8-4938-4302-9a20-c0b10a662f04,0.024699504060797333,4399.0,0.2760854739713571,44,221.91780821917808,0.5,0.0,0.01369
a54a8a56-1e90-4cc7-84c2-98b5e19e1bb2,0.040381046760078504,8325.0,0.15717717717717716,53,259.2,0.5,1e-05,0.01598
ef469f6a-1c59-4325-94ce-34a1b0fb93c1,0.03277782584096661,8362.0,0.4353623535039465,20,330.0,0.4,0.0,0.01048
