Time,data
166.250003325,1
258.250005165,2
352.550007051,3
446.450008929,4
540.400010808,5
630.950012619,6
727.950014559,7
829.00001658,8
923.100018462,9
1024.00002048,10
1117.050022341,11
1217.300024346,12
1310.900026218,13
1404.550028091,14
1497.900029958,15
1599.200031984,16
1692.00003384,17
1789.950035799,18
1884.150037683,19
1987.50003975,20
2081.00004162,21
2175.0000435,22
2266.050045321,23
2358.050047161,24
2450.650049013,25
2542.700050854,26
2643.150052863,27
2746.00005492,28
2838.900056778,29
